"rally","serve","hitpoint","speed","net.clearance","distance.from.sideline","depth","outside.sideline","outside.baseline","player.distance.travelled","player.impact.depth","player.impact.distance.from.center","player.depth","player.distance.from.center","previous.speed","previous.net.clearance","previous.distance.from.sideline","previous.depth","opponent.depth","opponent.distance.from.center","same.side","previous.hitpoint","previous.time.to.net","server.is.impact.player","outcome","gender","ID"
3,2,"U",37.50627911,0.768866607,0.446423384,4.576910157,TRUE,FALSE,5.845860245,15.7104,3.7454,11.557,0.3684,16.80085955,4.233467011,0.276511299,2.325112212,10.818,2.129,FALSE,"B",0.853930143,TRUE,"UE","mens",3326
5,1,"F",25.57108655,3.615396932,0.119970169,2.214464597,FALSE,TRUE,2.176605844,13.3654,2.6854,12.6834,0.6184,42.35290628,0.527818323,1.454283402,2.142539319,14.2898,2.6524,FALSE,"F",0.388515117,TRUE,"FE","mens",1911
6,1,"F",36.74673639,-0.159960948,2.140074367,7.830913722,FALSE,FALSE,2.105827134,12.8076,2.2846,12.515,0.1992,32.76378775,0.482812734,3.224106921,4.287836033,14.8086,0.582,FALSE,"B",0.526477381,FALSE,"UE","mens",57
3,1,"F",28.3743772,2.522843111,1.653605427,1.347237336,FALSE,TRUE,1.96227364,13.1144,1.8648,11.4394,0.8426,31.49883862,0.860639984,3.42783869,0.855764822,12.4036,2.0428,FALSE,"F",0.446992659,TRUE,"UE","mens",9458
3,1,"F",32.91632833,0.35207477,1.90490798,3.814756102,FALSE,FALSE,1.048245811,10.743,0.1066,11.1092,0.8756,30.82938623,0.097648234,2.115419505,5.739648272,13.2818,4.4382,FALSE,"B",0.489893863,TRUE,"W","mens",7808
3,1,"U",23.92595414,-0.042930113,2.928983815,7.088603382,FALSE,FALSE,1.718457564,12.7408,0.2026,11.5686,1.054,24.48553891,0.054885085,2.414225428,3.403175733,11.6104,4.637,FALSE,"F",0.429221705,TRUE,"FE","mens",7345
9,1,"F",26.90991808,-0.585365523,1.56343921,10.08644961,FALSE,FALSE,4.442950416,13.1604,1.1544,11.7958,3.0738,39.63061389,1.020448194,2.183788611,0.095980517,15.0124,1.2468,TRUE,"F",0.440453331,TRUE,"FE","mens",3724
8,1,"B",34.12174277,1.388506933,1.446410174,0.646121777,TRUE,FALSE,1.467073304,15.7256,3.17,14.8934,1.9618,32.51877998,0.602901926,0.440989188,2.859441523,10.0762,0.0614,FALSE,"F",0.354469864,FALSE,"FE","mens",7315
12,2,"F",20.7539344,0.773883503,1.937828095,3.806914795,TRUE,FALSE,0.882413282,12.3438,1.8096,13.226,1.7902,37.48101508,0.633609602,1.824568991,3.137385192,13.5282,3.8098,FALSE,"F",0.439169782,FALSE,"FE","mens",2441
14,1,"B",39.96333012,0.612590985,0.54299223,0.951790842,TRUE,TRUE,3.101151767,13.0512,4.906,13.8474,1.9088,33.49488421,0.348796827,1.229360417,5.593292762,11.0824,3.5692,FALSE,"B",0.398796765,FALSE,"UE","mens",1077
3,1,"F",39.87112169,0.168119453,0.51642638,4.21638172,FALSE,FALSE,3.93358855,7.9072,3.5782,10.984,1.1274,20.17764554,1.100932943,2.631919548,6.193162861,13.509,4.2042,FALSE,"B",0.861955946,TRUE,"W","mens",272
6,2,"F",32.47784292,0.775073068,0.215949282,0.914162114,FALSE,FALSE,3.026778175,9.6354,3.8998,12.4118,2.6944,25.34533018,0.461576217,2.610605448,4.953612016,12.856,4.861,FALSE,"B",0.634632314,FALSE,"W","mens",3174
5,1,"F",19.40458103,0.290804324,0.358521497,4.902663424,TRUE,FALSE,1.870248839,3.922,0.5892,5.6496,1.3056,38.65627057,0.599546615,3.617312502,8.162198421,12.8592,1.3854,TRUE,"V",0.376638386,TRUE,"UE","mens",3597
6,1,"B",32.91107265,1.869484623,2.422208147,1.61349561,FALSE,TRUE,6.300620849,13.704,1.294,13.5702,5.0052,26.86830707,1.437146397,2.31892755,0.72694191,13.2814,1.7562,TRUE,"B",0.603431471,FALSE,"UE","mens",9951
8,1,"F",35.10917275,0.259416995,0.672520877,4.057545225,FALSE,FALSE,2.92966325,11.5368,2.1818,12.3344,0.6372,37.52498653,0.422964188,2.233310209,5.146715939,15.1216,2.8618,TRUE,"F",0.492326605,FALSE,"W","mens",5855
3,2,"F",40.05044294,0.583723258,0.74959327,2.747742378,FALSE,FALSE,3.29816723,14.4224,3.061,11.9476,0.8808,22.33961571,1.351711365,2.800434201,1.124137455,10.8522,2.9022,FALSE,"B",0.546330394,TRUE,"W","mens",2552
4,1,"B",32.42040042,0.512178618,0.700993267,0.890034809,FALSE,FALSE,4.15402506,9.8704,6.0192,12.449,2.7624,21.13966945,0.412247587,0.559511413,7.744770712,6.6724,4.172,FALSE,"U",0.421939835,FALSE,"W","mens",9653
5,1,"F",43.99067921,0.158583348,1.155546018,5.395570566,FALSE,FALSE,3.058471278,12.6666,2.3754,12.4186,0.673,21.16231055,2.28238411,3.29230076,1.7169424,13.65,2.4868,TRUE,"B",0.849521807,TRUE,"W","mens",7236
4,1,"F",33.26830063,0.136230264,1.940641877,6.383515075,FALSE,FALSE,2.2118085,12.6264,1.9122,12.4292,4.1152,25.46612554,0.391415315,1.734580247,6.006359539,10.5926,2.3176,TRUE,"F",0.454569571,FALSE,"W","mens",231
4,2,"B",33.81782919,0.684574265,0.99863178,0.228709872,FALSE,FALSE,0.944907234,11.3318,2.0944,10.8956,2.9326,28.30842654,0.766446483,1.989435348,3.496675779,12.6062,2.8616,FALSE,"B",0.52009739,FALSE,"W","mens",8333
4,1,"F",40.36783012,0.929004486,0.372574793,0.919634871,FALSE,FALSE,0.811688931,13.3416,0.8792,12.899,1.5596,27.85230788,1.10735783,3.514997087,2.533186695,12.6228,1.2546,FALSE,"B",0.513027459,FALSE,"W","mens",2257
10,2,"F",36.83553358,-0.023742058,2.07766963,7.382444189,FALSE,FALSE,3.751374601,11.6332,2.9056,12.703,0.69,23.73816977,0.841678629,2.038797671,3.6773032,13.453,1.1462,FALSE,"F",0.708805018,FALSE,"UE","mens",9635
5,1,"F",37.34969162,0.673248294,0.274403511,2.327898956,FALSE,FALSE,0.933004523,12.5726,1.672,12.6306,0.7408,25.87443941,0.871001929,3.938680279,2.982904834,12.3664,0.3258,FALSE,"B",0.550545075,TRUE,"W","mens",9277
3,2,"F",34.33401833,0.217431034,1.947120398,5.23326953,FALSE,FALSE,1.286005988,10.9002,0.6388,11.0696,0.636,26.48338917,0.356567972,2.928952244,6.487642895,12.0944,5.5434,FALSE,"F",0.535240613,TRUE,"W","mens",7805
3,1,"B",38.37105407,-0.092652045,0.095994664,6.129513544,TRUE,FALSE,2.631851098,12.0962,3.4136,11.4576,0.8604,20.89035541,2.017675075,0.797047163,2.163775368,12.3048,3.931,FALSE,"B",0.755390562,TRUE,"UE","mens",5717
4,1,"B",25.79667541,-0.138257688,3.918200801,6.367562102,FALSE,FALSE,6.956897728,8.1002,2.8682,14.5012,0.1432,12.91556606,0.555373455,1.754930086,7.172139697,6.0656,1.6492,FALSE,"B",0.542042762,FALSE,"FE","mens",8182
3,2,"B",32.38387571,-0.01341962,3.954993742,5.975781568,FALSE,FALSE,0.907563001,12.9524,1.1422,12.1638,0.693,33.48856882,0.423925879,3.028987381,2.519334678,10.4918,3.8002,FALSE,"B",0.335319537,TRUE,"UE","mens",8317
3,1,"F",28.7347478,0.35118142,1.770822192,4.485859424,FALSE,FALSE,5.205796235,5.7074,1.2096,10.8484,0.3908,19.81624832,1.725593047,3.946055514,6.379495334,12.4854,3.5926,FALSE,"V",0.771073819,TRUE,"W","mens",373
3,1,"F",39.80686366,0.558601605,0.447496548,2.966514347,FALSE,FALSE,0.799508274,11.1818,0.0148,11.462,0.734,21.81343142,1.055014285,2.723907027,5.076668114,13.1718,3.1674,FALSE,"F",0.695488291,TRUE,"W","mens",4822
5,2,"F",32.58034486,0.696319922,1.785936114,6.349100895,FALSE,FALSE,4.871986129,6.0608,0.6668,10.8348,0.3054,20.60326093,2.792866399,3.899022459,6.045204617,12.2944,2.7994,TRUE,"V",0.761183601,TRUE,"W","mens",7269
6,2,"F",39.44366561,0.863427487,0.177774051,0.470547452,FALSE,TRUE,1.93344506,12.5586,2.477,12.5454,0.5436,36.00132938,0.172748931,2.63994105,6.279783112,14.5822,2.8494,FALSE,"F",0.470599503,FALSE,"UE","mens",285
9,1,"F",17.49228003,-0.063694815,3.446232119,7.87391991,FALSE,FALSE,4.425323369,6.209,2.2488,8.3144,1.6436,24.84182995,0.038958958,0.638296671,7.603734935,14.5128,3.206,FALSE,"B",0.673770272,TRUE,"FE","mens",3533
4,2,"B",14.43037387,0.156690143,1.684514119,9.285083229,FALSE,FALSE,2.189489438,10.58,2.5396,12.238,1.1096,23.37438161,0.812177358,1.668781906,3.851188507,13.001,3.1382,FALSE,"B",0.700927179,FALSE,"W","mens",415
6,2,"B",34.48995651,-0.087737781,1.286417495,6.795451025,FALSE,FALSE,0.294573454,13.6206,1.5466,13.396,1.356,38.35696695,0.716375851,1.874575992,2.548609526,13.1312,0.3722,TRUE,"F",0.396784703,FALSE,"UE","mens",5017
10,1,"F",40.56437274,0.235195267,1.360912437,4.202233236,FALSE,FALSE,6.942716955,4.7644,0.7948,11.1208,1.9976,15.94123282,0.527294181,2.068062676,9.375168191,15.1894,1.9144,FALSE,"B",1.231107479,FALSE,"W","mens",2913
5,1,"B",36.96914331,0.838312433,0.014463321,0.935530209,FALSE,FALSE,2.171786546,12.9308,2.9502,12.3292,0.8634,30.96295474,0.985959632,1.269415689,3.061419157,13.0452,2.4558,FALSE,"B",0.496115568,TRUE,"W","mens",7347
6,2,"B",26.3476865,-0.105591395,2.300263121,6.948362606,FALSE,FALSE,2.729755007,13.2926,3.2142,13.1282,0.4894,37.96160176,0.268825857,1.000666209,4.625448787,13.9516,1.8902,FALSE,"F",0.440913392,FALSE,"FE","mens",3570
3,1,"F",42.60010686,0.824864181,0.161767076,2.09233062,TRUE,FALSE,2.572634828,13.7762,0.5486,11.2098,0.3696,19.46555012,3.154891195,3.576220132,0.46177458,12.3204,5.0134,FALSE,"B",0.812921859,TRUE,"UE","mens",3862
14,1,"B",32.74233638,0.30409314,0.457905641,4.873617628,TRUE,FALSE,1.082683259,12.6938,2.0276,13.389,1.1976,31.85531231,0.859105962,2.706587323,3.69869141,13.713,3.996,FALSE,"F",0.527006743,FALSE,"UE","mens",1226
4,1,"B",27.44570528,0.280322526,0.104063408,5.80745326,TRUE,FALSE,1.587493887,13.6972,2.9612,12.4194,2.0192,34.75124064,0.124099153,1.010907632,3.786935811,10.5882,1.4816,TRUE,"F",0.329673553,FALSE,"FE","mens",2683
5,2,"U",23.6280944,-0.94699973,0.810320755,0.749696243,FALSE,TRUE,1.147675912,13.356,1.4926,13.69,0.3946,33.69651739,0.844024714,2.524016956,2.204603319,14.3486,2.6024,FALSE,"U",0.503144022,TRUE,"UE","mens",9094
11,2,"B",31.72022404,1.896203875,0.579315546,1.687006504,FALSE,TRUE,1.445064206,13.4008,3.0168,13.5624,1.5808,28.73097929,1.169191877,2.11507104,4.645574858,14.2562,3.5248,FALSE,"F",0.614672931,TRUE,"UE","mens",5098
6,1,"B",35.20658318,0.120330593,0.553514963,5.455458763,FALSE,FALSE,0.578624369,13.3882,1.0652,13.8292,0.6906,33.08072397,0.674978863,2.721442788,4.206143979,14.065,1.6352,TRUE,"F",0.503586142,FALSE,"W","mens",9958
12,2,"F",40.66909978,0.297965172,0.453988873,4.541517459,FALSE,FALSE,2.544033215,12.7688,1.9708,12.7818,0.5732,24.76864231,1.74469042,2.2648241,3.894159861,14.348,2.181,TRUE,"B",0.72745028,FALSE,"W","mens",3803
5,2,"F",37.41964384,0.634472131,0.750876065,3.208281159,FALSE,FALSE,0.445333718,16.2266,1.0404,15.791,1.133,10.52770949,0.502266186,3.723394609,1.144379181,11.3446,0.7152,TRUE,"V",0.253694354,TRUE,"FE","mens",7872
3,1,"F",28.21058546,1.039123975,0.703052344,3.501315414,TRUE,FALSE,0.438708696,12.4348,2.259,12.0494,2.0494,32.5319712,0.510846551,2.434191894,3.736093473,13.3186,5.847,FALSE,"B",0.504732231,TRUE,"FE","mens",2393
11,1,"B",26.46696261,-0.381318337,1.934880176,8.74856757,FALSE,FALSE,2.471497368,7.184,6.457,9.5872,5.88,11.9599733,0.608134233,3.067797457,6.01281176,4.1866,0.227,TRUE,"B",0.324070635,TRUE,"FE","mens",9034
7,1,"U",36.25405154,-0.257139159,1.995794866,7.364004442,FALSE,FALSE,1.497080172,14.9316,1.1432,15.1214,0.3418,35.08670685,0.261489433,1.885896737,4.179186034,9.6158,1.1374,TRUE,"F",0.296752535,TRUE,"FE","mens",4224
4,1,"V",34.93683728,1.532194287,3.644600059,8.779028951,FALSE,FALSE,4.097937403,15.0182,2.8158,14.5668,1.2572,36.20766456,0.548566091,0.873198549,1.137223893,11.3526,0.441,FALSE,"B",0.356344447,FALSE,"FE","mens",9733
8,2,"F",37.37045761,1.188655417,2.819572963,1.045415233,FALSE,TRUE,0.657110523,13.4214,2.3794,13.2346,3.0094,32.67135351,0.645514503,3.901887452,3.322496334,13.5562,3.5576,FALSE,"F",0.488408045,FALSE,"UE","mens",1737
3,2,"F",38.26180342,0.292350301,0.965288402,5.208842974,FALSE,FALSE,3.026771779,13.306,1.958,10.8146,0.2392,25.15303681,1.530057807,2.018943937,2.521576628,12.0876,2.5084,FALSE,"U",0.585107917,TRUE,"W","mens",2198
7,2,"F",34.86194853,0.775223798,0.226589954,0.569113754,TRUE,TRUE,2.618022124,11.624,1.7656,14.206,2.1984,25.34324389,0.241301552,3.638511406,7.303698782,13.572,2.5716,FALSE,"F",0.630399506,TRUE,"UE","mens",3149
7,1,"V",33.90989874,-0.078755808,2.557847021,11.09486107,FALSE,FALSE,2.118710891,14.3038,1.3152,13.761,0.7328,28.0698492,1.124002726,1.934126647,1.795383093,13.4006,3.4456,FALSE,"B",0.560321316,TRUE,"UE","mens",6024
24,2,"B",30.32829812,0.305730522,0.626999618,5.595012076,TRUE,FALSE,3.060454117,12.693,2.1858,12.6748,0.8746,30.76347045,0.259123068,1.119680936,5.343498881,14.5158,1.9774,FALSE,"B",0.56580973,FALSE,"UE","mens",1274
6,1,"F",19.62628221,3.452219393,2.241270125,0.030227952,FALSE,FALSE,2.576861036,11.0506,2.654,10.7022,0.1008,22.60640034,0.379527339,1.491683929,3.151151037,7.3128,1.9044,FALSE,"B",0.351563881,FALSE,"W","mens",6130
5,2,"B",23.22556323,2.931723,1.472722984,1.308406072,FALSE,TRUE,3.623426737,14.878,3.4708,14.3754,0.1176,37.44191702,0.259239497,0.689144138,4.166127283,13.688,1.0784,FALSE,"F",0.4251536,TRUE,"FE","mens",6142
4,1,"B",33.76886223,-0.009376065,3.377254766,5.957627031,FALSE,FALSE,1.055224147,13.6462,1.0746,13.2892,0.0816,34.35283517,0.052161025,2.625965867,5.661317837,11.6026,1.3628,TRUE,"F",0.383478146,FALSE,"UE","mens",6676
7,2,"U",38.50868461,0.651824656,0.985425146,1.84779779,FALSE,FALSE,8.032942696,12.9354,5.1284,14.7964,2.686,38.3465782,0.338950734,1.809453179,3.126852402,11.0516,1.6102,FALSE,"F",0.321738731,TRUE,"W","mens",2286
4,1,"B",27.26644782,1.411328254,0.255245628,2.747269674,FALSE,FALSE,3.324779217,13.6058,2.8866,12.9418,0.3712,34.60392568,0.490674102,1.746980674,1.765116739,9.5254,2.2834,TRUE,"F",0.30512864,FALSE,"W","mens",5031
9,1,"B",31.0610926,-0.194056216,2.614286408,8.232765622,FALSE,FALSE,1.834431792,14.828,0.8836,14.304,0.8744,39.0740646,0.653563013,2.285361196,2.861121442,14.0396,3.0632,FALSE,"F",0.419722221,TRUE,"UE","mens",775
9,1,"B",22.56448639,0.194345778,1.430216259,7.592669647,FALSE,FALSE,6.565420602,8.6266,3.1128,14.8778,1.106,15.97736323,0.800213917,1.06429512,7.370847277,9.879,0.1502,TRUE,"F",0.726009067,TRUE,"W","mens",1105
6,1,"F",20.13265493,1.722685788,1.338356769,0.345087068,FALSE,FALSE,9.570435451,13.459,4.369,5.0074,0.1214,17.12481806,3.181229106,0.098451724,0.963040861,10.0604,3.8088,FALSE,"B",0.765250363,FALSE,"FE","mens",1791
5,1,"U",16.80598459,1.229469499,3.890282787,0.390758751,FALSE,FALSE,1.583370948,5.5216,0.1832,6.8332,0.7038,25.63004336,0.446331318,2.94378064,6.89226993,6.7648,4.0188,TRUE,"V",0.299631377,TRUE,"W","mens",4747
3,1,"F",32.85042448,0.349336183,0.248785761,3.390022791,FALSE,FALSE,1.694613419,10.5462,3.0098,10.872,1.3468,31.35950001,0.233721704,2.186565875,6.473056732,14.3534,5.6794,FALSE,"U",0.571090418,TRUE,"W","mens",9108
3,1,"F",39.7460893,0.043070064,1.385698446,5.0400447,FALSE,FALSE,1.100517696,10.6034,1.2996,11.161,0.3508,21.40876887,0.986556221,3.659342797,5.067719912,14.2006,3.4212,FALSE,"F",0.81199564,TRUE,"W","mens",9161
8,1,"F",13.5972269,0.069602466,1.472168471,9.803056,FALSE,FALSE,6.809668588,7.2768,3.7382,13.585,1.1734,18.87634635,0.319621888,1.807547296,8.721306606,11.2808,4.4984,FALSE,"B",0.753984479,FALSE,"W","mens",4013
12,2,"F",40.08908722,0.984811753,0.520642071,0.449435992,FALSE,TRUE,3.006177972,12.9118,0.485,12.7572,2.5172,28.95133724,0.316515252,2.051039441,6.468865611,13.0288,2.0748,FALSE,"F",0.52125134,FALSE,"UE","mens",4420
3,1,"F",40.56791707,0.43532947,0.910589495,4.002900245,FALSE,FALSE,1.296664675,10.577,1.1844,10.3948,0.0994,17.77703473,2.306995266,2.904920124,3.885929703,11.7044,4.6896,TRUE,"B",0.833156034,TRUE,"W","mens",6900
6,1,"B",32.93016132,1.099821087,2.421486295,0.321225513,FALSE,TRUE,4.561233329,13.6532,3.2222,13.9464,1.3296,28.83786827,1.089610992,0.986716067,1.340979308,13.2876,0.0314,TRUE,"F",0.518245685,FALSE,"UE","mens",1099
4,2,"F",39.9042061,0.638931745,1.566855756,3.179908963,FALSE,FALSE,2.957083333,8.9914,0.2584,11.7124,1.4162,16.81311182,2.831569763,2.438784984,7.270885731,12.7436,1.4606,TRUE,"F",1.192123164,FALSE,"W","mens",9510
5,2,"U",25.8278166,0.15140721,1.900247004,7.62370149,FALSE,FALSE,3.955635256,3.298,1.6498,6.0002,1.239,17.9373405,1.327675854,1.820674251,9.690697933,13.5334,2.1518,TRUE,"V",0.996123223,TRUE,"W","mens",3561
6,1,"F",38.60731304,1.281480991,0.763770491,1.71369773,FALSE,TRUE,4.590400022,14.2586,0.61,14.3192,3.98,35.36105722,0.256174429,2.197830107,3.887571868,14.9052,2.3814,FALSE,"U",0.5008306,FALSE,"UE","mens",7023
3,1,"B",34.41908659,0.851626679,0.097002429,0.368042705,TRUE,TRUE,1.58118763,12.3034,0.858,11.2768,2.0606,24.21356675,0.918020743,3.511853984,3.591380862,11.7414,3.5794,FALSE,"U",0.548235397,TRUE,"UE","mens",3400
16,2,"F",39.62278423,0.44667673,0.029536674,2.360227651,FALSE,FALSE,5.160656164,13.4604,3.6322,14.4224,1.438,35.19155726,0.221386822,2.029881876,7.603139779,15.4378,2.5844,TRUE,"U",0.562588091,FALSE,"UE","mens",4914
12,1,"F",42.94991437,0.151098203,0.203956305,3.795337704,FALSE,FALSE,1.61983635,13.1736,1.7394,14.1992,0.4856,36.88783195,0.301548793,2.915433464,6.314961873,13.6122,2.6446,FALSE,"F",0.433892824,FALSE,"W","mens",1824
7,1,"F",35.37894038,-0.548127332,1.571063412,9.457364971,FALSE,FALSE,5.204441369,12.9926,1.3816,11.2612,3.5264,32.68094005,0.35677853,1.364483184,5.158511961,14.384,0.4876,TRUE,"U",0.585362951,TRUE,"FE","mens",5528
6,2,"F",38.7075763,1.663299873,3.030274892,5.16825964,FALSE,TRUE,0.879654137,14.0782,2.341,13.5068,3.0098,39.20763696,0.602894704,3.509588528,3.642674847,13.8312,3.5858,FALSE,"F",0.433618102,FALSE,"UE","mens",1801
4,1,"F",28.30415662,1.412765682,3.648359086,1.270623288,FALSE,TRUE,1.439278722,12.2552,1.7874,11.6742,3.1042,34.10496783,1.190993751,1.825747088,1.058666517,12.046,3.7174,FALSE,"F",0.422109314,FALSE,"UE","mens",1244
14,2,"F",42.06784637,0.287237222,0.153167817,3.333638721,FALSE,FALSE,2.419855376,13.6524,1.2564,14.1864,1.1038,32.30818437,0.88104172,3.293580179,5.41649656,15.013,2.3834,TRUE,"U",0.579368881,FALSE,"W","mens",2968
5,1,"B",21.81670853,-0.18499416,1.042903158,7.110496225,FALSE,FALSE,6.775748263,11.86,2.0864,12.3304,4.673,21.93120126,0.863549812,0.650331428,4.714224686,13.485,4.8834,FALSE,"F",0.77204732,TRUE,"UE","mens",7645
3,2,"F",34.32073552,1.695215845,2.189615939,11.49631823,FALSE,FALSE,2.108866245,12.334,1.962,10.901,0.4148,29.4661941,1.040592162,3.24938039,0.770483409,11.5734,3.8338,FALSE,"U",0.450721795,TRUE,"UE","mens",8378
3,1,"F",12.0580987,0.782142925,1.755020895,7.321277888,FALSE,FALSE,0.887916775,5.1376,0.8984,6.0254,0.9128,12.83788666,0.160977985,2.260293533,7.265066235,11.4972,5.5282,FALSE,"V",0.172305592,TRUE,"W","mens",1529
9,2,"F",9.660696906,0.672502734,0.889366543,8.091605911,FALSE,FALSE,5.596294438,4.5768,0.6722,9.963,0.8468,25.77620005,0.269735187,2.193183052,7.676056244,15.0616,2.0908,TRUE,"V",0.843865098,TRUE,"W","mens",1234
9,1,"F",24.71782936,-0.474687569,1.746814726,10.66983111,FALSE,FALSE,3.731751289,14.4238,3.044,13.545,0.5828,25.15959378,0.859477008,0.650230464,0.290908348,12.4786,0.5732,FALSE,"B",0.585709763,TRUE,"FE","mens",2764
3,2,"B",27.36496953,0.407816758,1.89063818,5.157236507,FALSE,FALSE,1.741706313,12.3038,1.99,11.8676,0.3038,32.48314174,0.519946443,2.535362627,4.187192951,10.6286,3.4202,FALSE,"B",0.372218698,TRUE,"W","mens",2105
9,2,"F",34.09376992,0.442050706,0.847508635,3.255222194,FALSE,FALSE,7.604835001,7.6318,2.31,15.221,1.8226,15.10813878,0.926460569,1.666020159,7.452415123,10.4384,1.7738,FALSE,"F",0.853144683,TRUE,"W","mens",8649
5,1,"U",20.81632096,-0.946999706,3.761675088,0.560643386,FALSE,TRUE,5.277628376,14.7482,4.796,13.1594,0.2368,31.88585465,1.066975868,0.616916752,2.934028196,13.0208,0.6506,TRUE,"U",0.482812856,TRUE,"UE","mens",2044
3,1,"B",33.43577012,1.030384067,0.046850839,1.814549388,FALSE,TRUE,1.200964179,12.4724,1.5954,11.3294,1.964,27.86943,0.813757795,3.971882079,2.280934446,11.687,4.3886,FALSE,"F",0.468649383,TRUE,"UE","mens",1525
3,2,"B",30.61125996,1.141460045,0.72233219,1.275303134,FALSE,TRUE,1.044998488,12.9328,0.9472,12.3406,0.0862,38.08181248,0.398966454,2.735103548,2.588079038,11.2844,1.9268,FALSE,"F",0.327549652,TRUE,"FE","mens",3190
3,1,"F",30.22453427,0.654397894,0.823044659,3.355882681,TRUE,FALSE,0.925235581,12.182,2.9472,11.9298,2.057,36.24092656,0.174917054,2.466191034,5.572340143,11.3038,4.8012,FALSE,"F",0.363566504,TRUE,"UE","mens",9198
3,1,"F",32.04211138,0.271486397,0.62060117,4.685508723,FALSE,FALSE,1.0640328,11.5974,0.6442,10.866,1.417,30.0186949,0.238827442,3.8988593,5.98891415,12.356,4.8712,FALSE,"F",0.477971186,TRUE,"W","mens",126
5,1,"U",20.9526599,3.034671847,1.089778525,1.454289426,TRUE,FALSE,0,14.532,0.688,14.532,0.688,41.18553738,0.48668224,1.361575951,4.534848686,12.8358,0.1198,TRUE,"F",0.364703569,TRUE,"FE","mens",1133
3,2,"B",18.88602169,1.864693245,4.551511225,6.372136173,TRUE,FALSE,0.576951332,12.3844,1.5328,11.8216,1.6598,34.97085432,0.201655454,4.107621186,4.573756942,11.1566,2.3308,FALSE,"F",0.345658772,TRUE,"FE","mens",355
5,2,"F",36.86689452,1.692409947,2.262149832,0.596314154,FALSE,TRUE,3.250136889,14.5632,3.5082,14.3144,0.2676,32.57085195,0.888445907,1.072756001,3.372368345,13.1688,1.6934,FALSE,"F",0.473330114,TRUE,"UE","mens",8295
17,2,"U",37.19520494,-0.045985334,1.756098108,8.186915119,FALSE,FALSE,3.493708952,14.9592,1.1856,15.3372,2.2876,31.50299208,1.106901539,2.943984808,4.026719963,14.8378,1.693,FALSE,"F",0.557625855,TRUE,"UE","mens",2836
4,1,"U",22.99176432,3.031754801,1.583811984,0.608125488,FALSE,TRUE,2.914583209,14.8926,2.7402,13.7428,0.062,40.22104708,0.26900677,0.937262292,4.555771815,12.3768,0.6952,TRUE,"F",0.347047891,FALSE,"FE","mens",7197
3,1,"B",28.66713625,0.338029091,0.10036228,4.242209155,TRUE,FALSE,0.973531386,11.42,0.8278,10.748,1.5322,31.84844741,0.472169952,3.337999005,3.373651892,12.1248,5.3542,FALSE,"F",0.432628062,TRUE,"UE","mens",2183
4,1,"B",33.11343212,1.190018337,0.517581119,1.507573291,TRUE,FALSE,2.732701528,14.2064,3.3096,13.4104,0.6954,33.73449912,0.925542302,0.552450616,2.669582667,13.3502,1.2036,FALSE,"F",0.489812535,FALSE,"UE","mens",9070
11,2,"F",39.57397069,-0.153134077,0.690838039,6.409879816,FALSE,FALSE,6.058966777,13.1266,2.563,14.1634,3.4066,22.69472998,0.347781113,2.209309908,4.513948599,7.5182,0.3742,TRUE,"F",0.350591281,TRUE,"FE","mens",3761
6,1,"F",24.18146807,0.238536076,2.225180314,5.311032617,FALSE,FALSE,5.005643683,5.3558,0.8016,10.2666,0.1682,22.63365847,1.568350343,3.844031706,6.834094042,13.977,5.632,FALSE,"V",0.933373829,FALSE,"W","mens",8648
14,1,"F",41.96276259,0.911275901,0.820982747,0.994731376,FALSE,TRUE,3.097027762,14.5058,2.9506,15.0058,0.1058,34.03902402,1.136303497,1.239260124,3.207097047,14.4936,0.9252,TRUE,"F",0.511579806,FALSE,"UE","mens",1147
3,1,"B",30.95880965,0.415001632,1.076946583,2.589345674,FALSE,FALSE,1.308857334,12.4478,1.1516,11.4122,0.3512,31.09792497,0.473830561,2.690333934,3.575867374,12.0166,1.5976,FALSE,"F",0.431845016,TRUE,"W","mens",1401
4,1,"F",46.29148528,0.555455148,0.604160561,4.295589426,FALSE,FALSE,2.811745707,12.5504,1.8118,11.606,4.4602,19.02748827,3.506698879,1.115391951,2.340274491,13.6078,0.8362,TRUE,"B",1.027406441,FALSE,"W","mens",7268
3,1,"F",12.5939248,0.109465522,1.423799336,10.02756844,FALSE,FALSE,1.553750109,10.2316,0.0854,10.5352,1.4384,21.3016116,1.20751187,3.599838938,5.988866728,12.8458,3.067,FALSE,"B",0.740985325,TRUE,"W","mens",4428
3,1,"B",30.36368885,-0.139717064,2.292644136,7.236171792,FALSE,FALSE,0.809830921,12.1396,0.7144,11.3792,0.4358,28.86766714,0.246768043,3.853344487,5.235409467,12.4862,3.4352,FALSE,"B",0.489656072,TRUE,"FE","mens",585
4,1,"F",35.44908005,-0.073039005,1.295233262,7.307497799,FALSE,FALSE,2.86416371,14.2656,3.0134,13.4916,0.2558,32.88073123,0.556846673,2.632356588,2.785496106,13.1174,1.4794,FALSE,"B",0.46621179,FALSE,"UE","mens",3013
5,2,"B",33.91579875,0.999631622,1.118952304,0.170376542,TRUE,FALSE,3.70683609,13.073,2.5684,13.4598,1.1182,32.41263251,0.22728951,0.573277481,6.721888259,14.4794,3.3528,FALSE,"F",0.550581943,TRUE,"UE","mens",2491
