index,age,working_sector,financial_weight,qualification,years_of_education,tax_paid,loan_taken,marital_status,occupation,relationship,ethnicity,gender,gain,loss,working_hours,country,target
1430,38,private,83727, HS-grad,9,NA,0,Divorced,other, Unmarried, White, Female,0,0,48, United-States,0
1431,26,private,183077, Assoc-voc,11,NA,0,Never-married,clerical, Own-child, White, Female,0,0,40, United-States,0
1432,17,private,197850, 11th,7,NA,0,Never-married,clerical, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States,0
1433,43,self_employed,35236, HS-grad,9,NA,0,Married-non-resident,repair, Not-in-family, White, Male,0,0,40, United-States,0
1434,58,private,255822, Assoc-voc,11,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,1
1435,53,self_employed,263925, HS-grad,9,NA,0,Married-civilian,sales, Husband, White, Male,99999,0,40, United-States,1
1436,26,private,256263, HS-grad,9,NA,0,Never-married,repair, Not-in-family, White, Male,0,0,25, United-States,0
1437,43,local_body,293535, Bachelors,13,NA,0,Married-civilian,specialty, Husband, Black, Male,0,0,40, United-States,1
1438,31,private,209448, 10th,6,NA,0,Married-civilian,farming, Husband, White, Male,2105,0,40, Mexico,0
1439,30,private,57651, HS-grad,9,NA,0,Never-married,clerical, Unmarried, White, Male,0,2001,42, United-States,0
1440,25,private,174592, HS-grad,9,NA,0,Never-married,other, Own-child, White, Female,0,0,25, United-States,0
1441,57,national,278763, HS-grad,9,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
1442,37,private,175232, Masters,14,NA,0,Divorced,managerial, Unmarried, White, Male,0,0,60, United-States,1
1443,32,private,402812, Some-college,10,NA,0,Married-civilian,sales, Husband, White, Male,0,0,48, United-States,0
1444,26,private,101150, HS-grad,9,NA,0,Divorced,managerial, Not-in-family, White, Female,0,0,41, United-States,0
1445,45,private,103538, HS-grad,9,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,1
1446,53,state,156877, HS-grad,9,NA,0,Married-civilian,clerical, Husband, White, Male,15024,0,35, United-States,1
1447,27,private,23940, HS-grad,9,NA,0,Never-married,cleaner, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
1448,28,self_employed,210295, 11th,7,NA,0,Married-civilian,repair, Husband, White, Male,0,0,50, United-States,1
1449,32,private,80058, 11th,7,NA,0,Divorced,sales, Not-in-family, White, Male,0,0,43, United-States,1
1450,35,private,187119, Bachelors,13,NA,0,Divorced,sales, Not-in-family, White, Female,0,1980,65, United-States,0
1451,36,self_employed,105021, Some-college,10,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,55, United-States,1
1452,19,private,225775, Some-college,10,NA,0,Never-married,clerical, Not-in-family, White, Male,0,0,40, United-States,0
1453,37,self_employed,395831, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,80, United-States,1
1454,49,private,50282, Some-college,10,6102.3529786617,1,Divorced,inspector, Not-in-family, White, Male,3325,0,45, United-States,0
1455,20,private,32732, Some-college,10,NA,0,Never-married,other, Not-in-family, White, Male,0,0,45, United-States,0
1456,64,self_employed,179436, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,15024,0,55, United-States,1
1457,60,NA,290593, Masters,14,NA,0,Married-civilian,NA, Husband, White, Male,0,0,40, United-States,0
1458,58,state,48433, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,0
1459,42,private,245317, HS-grad,9,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,0
1460,20,private,431745, Some-college,10,NA,0,Never-married,clerical, Not-in-family, Black, Female,0,0,14, United-States,0
1461,42,state,436006, Some-college,10,NA,0,Married-civilian,clerical, Husband, Black, Male,0,0,40, United-States,0
1462,25,private,224943, Some-college,10,NA,0,Married-non-resident,specialty, Unmarried, Black, Male,0,0,40, United-States,0
1463,30,self_employed,167990, Assoc-voc,11,NA,0,Married-civilian,specialty, Husband, White, Male,15024,0,65, United-States,1
1464,37,self_employed,217054, Bachelors,13,3589.0147294849,1,Married-civilian,specialty, Husband, White, Male,0,0,35, United-States,1
1465,66,self_employed,298834, Assoc-voc,11,8478.0304506421,1,Married-civilian,specialty, Husband, White, Male,0,0,50, United-States,0
1466,59,self_employed,125000, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, England,1
1467,44,private,123983, Bachelors,13,NA,0,Divorced,other, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China,0
1468,46,private,155489, HS-grad,9,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,58, United-States,1
1469,59,private,284834, Bachelors,13,NA,0,Married-civilian,clerical, Wife, White, Female,2885,0,30, United-States,0
1470,25,private,212495, Bachelors,13,NA,0,Never-married,managerial, Own-child, White, Male,0,1340,40, United-States,0
1471,17,local_body,32124, 9th,5,NA,0,Never-married,other, Own-child, Black, Male,0,0,9, United-States,0
1472,47,local_body,246891, Bachelors,13,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,0
1473,47,state,141483, 9th,5,NA,0,Divorced,other, Not-in-family, White, Female,0,0,40, United-States,0
1474,30,private,31985, Some-college,10,NA,0,Divorced,managerial, Unmarried, White, Female,0,0,40, United-States,0
1475,20,private,170800, Some-college,10,NA,0,Never-married,farming, Own-child, White, Female,0,0,40, United-States,0
1476,26,local_body,166295, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,2339,55, United-States,0
1477,20,private,231286, Some-college,10,2080.6465502828,1,Never-married,cleaner, Not-in-family, Black, Male,0,0,15, United-States,0
1478,33,private,159322, HS-grad,9,NA,0,Divorced,other, Unmarried, White, Male,0,0,40, United-States,0
1479,48,private,176026, HS-grad,9,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, United-States,0
1480,52,private,118025, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,99999,0,50, United-States,1
1481,37,private,26898, HS-grad,9,NA,0,Divorced,managerial, Unmarried, White, Female,0,0,12, United-States,0
1482,47,private,232628, HS-grad,9,NA,0,Married-civilian,repair, Husband, Black, Male,0,0,40, United-States,0
1483,40,private,85995, 10th,6,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, United-States,1
1484,48,private,125421, Masters,14,NA,0,Divorced,managerial, Unmarried, White, Female,0,0,40, United-States,1
1485,49,private,245305, 10th,6,NA,0,Married-civilian,transport, Husband, Black, Male,0,0,42, United-States,1
1486,50,private,73493, Some-college,10,NA,0,Divorced,other, Not-in-family, White, Female,0,0,40, United-States,0
1487,30,private,197058, Assoc-acdm,12,NA,0,Never-married,specialty, Not-in-family, White, Female,0,0,40, United-States,0
1488,34,private,122116, Some-college,10,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,0
1489,43,private,75742, HS-grad,9,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, United-States,0
1490,22,private,214731, 10th,6,NA,0,Married-civilian,inspector, Wife, White, Female,0,0,40, United-States,0
1491,35,private,265954, HS-grad,9,NA,0,Separated,other, Not-in-family, Black, Male,0,0,40, United-States,0
1492,26,state,197156, HS-grad,9,NA,0,Divorced,clerical, Own-child, White, Female,0,0,30, United-States,0
1493,62,private,162245, Prof-school,15,NA,0,Married-civilian,specialty, Husband, White, Male,0,1628,70, United-States,0
1494,39,local_body,203070, HS-grad,9,NA,0,Separated,guard, Not-in-family, White, Male,0,0,40, United-States,0
1495,59,local_body,165695, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
1496,69,NA,473040, 5th-6th,3,NA,0,Divorced,NA, Not-in-family, White, Male,0,0,40, United-States,0
1497,27,private,168107, Bachelors,13,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
1498,17,private,163494, 10th,6,NA,0,Never-married,sales, Own-child, White, Male,0,0,30, United-States,0
1499,38,private,180342, Bachelors,13,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,0
1500,41,private,122381, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,1887,50, United-States,1
1501,27,private,148069, 10th,6,NA,0,Never-married,inspector, Unmarried, White, Female,0,0,40, United-States,0
1502,23,private,200973, HS-grad,9,NA,0,Never-married,clerical, Own-child, White, Female,0,0,40, United-States,0
1503,17,private,130806, 10th,6,NA,0,Never-married,cleaner, Own-child, White, Male,0,0,24, United-States,0
1504,56,private,117148, 7th-8th,4,NA,0,Divorced,inspector, Not-in-family, White, Female,0,0,40, United-States,0
1505,24,private,213977, Some-college,10,NA,0,Never-married,clerical, Not-in-family, White, Female,0,0,40, United-States,0
1506,62,private,134768, Doctorate,16,NA,0,Married-civilian,specialty, Husband, White, Male,7688,0,40,NA,1
1507,44,private,139338, 12th,8,NA,0,Divorced,transport, Unmarried, Black, Male,0,0,40, United-States,0
1508,23,private,315877, Bachelors,13,NA,0,Never-married,clerical, Not-in-family, White, Male,0,0,30, United-States,0
1509,41,self_employed,195124, HS-grad,9,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,50,NA,0
1510,25,private,352057, HS-grad,9,NA,0,Never-married,transport, Not-in-family, White, Male,0,0,65, United-States,0
1511,21,private,236684, Some-college,10,NA,0,Never-married,other, Other-relative, Black, Female,0,0,8, United-States,0
1512,18,private,208447, 12th,8,NA,0,Never-married,cleaner, Own-child, White, Male,0,0,6, United-States,0
1513,45,private,149640, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
1514,75,NA,111177, Bachelors,13,NA,0,Widowed,NA, Not-in-family, White, Female,25124,0,16, United-States,1
1515,51,private,154342, 7th-8th,4,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,0
1516,42,national,141459, HS-grad,9,NA,0,Separated,other, Other-relative, Black, Female,0,0,40, United-States,0
1517,47,private,111797, Some-college,10,NA,0,Never-married,other, Not-in-family, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc),0
1518,29,private,111900, Some-college,10,NA,0,Married-civilian,farming, Husband, White, Male,0,0,40, United-States,0
1519,33,private,78707, 11th,7,9305.8281186968,1,Never-married,other, Not-in-family, Black, Male,0,0,40, United-States,0
1520,43,local_body,160574, Bachelors,13,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
1521,20,NA,174714, Some-college,10,NA,0,Never-married,NA, Own-child, White, Male,0,0,16, United-States,0
1522,19,NA,62534, Bachelors,13,NA,0,Never-married,NA, Own-child, Black, Female,0,0,40, Jamaica,0
1523,44,private,216907, Assoc-acdm,12,NA,0,Married-civilian,repair, Husband, White, Male,0,1848,40, United-States,1
1524,24,private,198148, Some-college,10,NA,0,Never-married,other, Own-child, White, Male,0,0,30, United-States,0
1525,19,private,124265, Some-college,10,NA,0,Never-married,cleaner, Own-child, White, Male,0,0,40, United-States,0
1526,49,NA,261059, 10th,6,NA,0,Separated,NA, Own-child, White, Male,2176,0,40, United-States,0
1527,52,private,208137, Assoc-voc,11,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,0
1528,38,self_employed,257250, HS-grad,9,NA,0,Never-married,farming, Not-in-family, White, Male,0,0,52, United-States,0
1529,24,state,147253, Some-college,10,NA,0,Never-married,support, Not-in-family, White, Male,0,0,50, United-States,0
1530,32,local_body,244268, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,50, United-States,0
1531,72,NA,213255, HS-grad,9,NA,0,Widowed,NA, Not-in-family, White, Female,0,0,8, United-States,0
1532,26,private,266912, HS-grad,9,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,1
1533,31,private,169104, Bachelors,13,NA,0,Never-married,sales, Own-child, Asian-Pac-Islander, Male,0,0,40,NA,0
1534,29,private,200511, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,0
1535,39,private,128715, HS-grad,9,2848.978959024,1,Divorced,clerical, Not-in-family, White, Male,10520,0,40, United-States,1
1536,48,self_employed,65535, HS-grad,9,NA,0,Married-civilian,farming, Husband, White, Male,0,0,50, United-States,0
1537,40,private,103395, Some-college,10,7314.6392982453,1,Married-civilian,repair, Husband, White, Male,0,0,45, United-States,1
1538,51,private,71046, Some-college,10,NA,0,Divorced,managerial, Unmarried, White, Male,0,0,45, Scotland,0
1539,28,self_employed,125442, HS-grad,9,NA,0,Divorced,repair, Own-child, White, Male,0,0,40, United-States,0
1540,22,private,169188, HS-grad,9,NA,0,Never-married,managerial, Own-child, White, Female,0,0,20, United-States,0
1541,23,private,121471, Bachelors,13,NA,0,Never-married,clerical, Not-in-family, White, Female,0,0,40, United-States,0
1542,65,private,207281, Some-college,10,NA,0,Married-civilian,guard, Husband, White, Male,0,0,16, United-States,0
1543,26,local_body,46097, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,0
1544,20,NA,206671, Some-college,10,NA,0,Never-married,NA, Own-child, White, Male,1055,0,50, United-States,0
1545,55,private,98361, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,15024,0,50,NA,1
1546,38,self_employed,322143, Bachelors,13,NA,0,Married-civilian,other, Husband, White, Male,0,0,10, United-States,0
1547,33,private,149184, HS-grad,9,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,60, United-States,1
1548,33,local_body,119829, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,60, United-States,0
1549,37,private,910398, Bachelors,13,NA,0,Never-married,sales, Not-in-family, Black, Female,0,0,40, United-States,0
1550,19,private,176570, 11th,7,NA,0,Never-married,inspector, Own-child, White, Male,0,0,60, United-States,0
1551,24,private,216129, Bachelors,13,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,50, United-States,0
1552,30,private,27207, 11th,7,NA,0,Married-civilian,repair, Husband, White, Male,0,0,45, United-States,0
1553,57,state,68830, HS-grad,9,NA,0,Divorced,managerial, Not-in-family, White, Female,0,0,50, United-States,0
1554,22,state,178818, Some-college,10,NA,0,Never-married,specialty, Own-child, White, Female,0,0,20, United-States,0
1555,57,private,236944, HS-grad,9,NA,0,Married-civilian,inspector, Husband, Black, Male,0,0,40, United-States,1
1556,46,state,273771, HS-grad,9,NA,0,Married-civilian,support, Husband, White, Male,0,0,40, United-States,0
1557,67,private,318533, HS-grad,9,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,35, United-States,0
1558,35,NA,451940, HS-grad,9,NA,0,Never-married,NA, Unmarried, Black, Female,0,0,40, United-States,0
1559,47,private,102318, HS-grad,9,NA,0,Separated,repair, Own-child, White, Male,0,0,40, United-States,0
1560,39,private,379350, 10th,6,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
1561,50,private,21095, Some-college,10,NA,0,Divorced,other, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines,0
1562,58,self_employed,211547, 12th,8,NA,0,Divorced,sales, Not-in-family, White, Female,0,0,52, United-States,0
1563,36,private,85272, Assoc-acdm,12,NA,0,Married-civilian,specialty, Wife, White, Female,0,0,30, United-States,1
1564,45,private,46406, Masters,14,8451.5244346112,1,Married-civilian,specialty, Husband, White, Male,0,0,36, England,1
1565,54,private,53833, HS-grad,9,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, United-States,1
1566,26,private,161007, Bachelors,13,NA,0,Never-married,clerical, Own-child, White, Male,0,0,30, United-States,0
1567,60,private,53707, HS-grad,9,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
1568,46,private,370119, Prof-school,15,NA,0,Married-civilian,specialty, Husband, White, Male,99999,0,60, United-States,1
1569,26,private,310907, Some-college,10,NA,0,Married-civilian,managerial, Wife, White, Female,0,0,35, United-States,0
1570,32,private,375833, 11th,7,NA,0,Never-married,repair, Other-relative, White, Male,0,0,40, United-States,0
1571,38,local_body,107513, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
1572,48,self_employed,58683, Some-college,10,NA,0,Married-civilian,sales, Husband, White, Male,0,0,70, United-States,1
1573,37,private,70240, HS-grad,9,3193.093104288,1,Never-married,other, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines,0
1574,44,private,147206, Some-college,10,3486.3526076078,1,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,0
1575,31,private,175548, HS-grad,9,NA,0,Never-married,other, Not-in-family, Other, Female,0,0,35, United-States,0
1576,61,self_employed,163174, Prof-school,15,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,35, United-States,1
1577,51,private,126010, HS-grad,9,4175.6141297519,1,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
1578,52,private,147876, Bachelors,13,NA,0,Married-civilian,sales, Wife, White, Female,15024,0,60, United-States,1
1579,45,private,428350, HS-grad,9,NA,0,Married-civilian,inspector, Wife, White, Female,0,1740,40, United-States,0
1580,36,NA,200904, Assoc-acdm,12,NA,0,Married-civilian,NA, Wife, Black, Female,0,0,21, Haiti,0
1581,39,private,328466, 11th,7,NA,0,Married-civilian,other, Husband, White, Male,2407,0,70, Mexico,0
1582,67,local_body,258973, HS-grad,9,NA,0,Divorced,other, Not-in-family, White, Female,0,0,24, United-States,0
1583,40,state,345969, Assoc-acdm,12,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,1
1584,27,private,127796, 5th-6th,3,NA,0,Never-married,farming, Not-in-family, White, Male,0,0,35, Mexico,0
1585,37,private,405723, 1st-4th,2,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, Mexico,0
1586,57,private,175942, Some-college,10,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,50, United-States,1
1587,27,private,284196, 10th,6,NA,0,Divorced,other, Not-in-family, White, Female,0,0,40, United-States,0
1588,28,private,89718, HS-grad,9,NA,0,Never-married,sales, Not-in-family, White, Female,2202,0,48, United-States,0
1589,34,self_employed,175761, Bachelors,13,2542.6117721945,1,Married-civilian,specialty, Husband, White, Male,0,0,60, United-States,1
1590,54,private,206369, HS-grad,9,9688.4590703994,1,Married-civilian,inspector, Husband, White, Male,5178,0,50, United-States,1
1591,52,private,158993, HS-grad,9,NA,0,Divorced,other, Other-relative, Black, Female,0,0,38, United-States,0
1592,42,private,285066, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,45, United-States,1
1593,48,private,126754, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,15024,0,40, United-States,1
1594,65,state,209280, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,6514,0,35, United-States,1
1595,55,self_employed,52888, Prof-school,15,NA,0,Married-civilian,specialty, Wife, White, Female,0,0,10, United-States,0
1596,71,self_employed,133821, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,20, United-States,1
1597,33,private,240763, Some-college,10,NA,0,Married-civilian,inspector, Husband, Black, Male,0,0,40, United-States,0
1598,30,private,39054, HS-grad,9,NA,0,Married-civilian,sales, Husband, White, Male,0,0,40, United-States,0
1599,35,private,119272, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,55, United-States,1
1600,59,private,143372, 10th,6,NA,0,Divorced,clerical, Not-in-family, Black, Female,0,0,40, United-States,0
1601,19,private,323421, Some-college,10,NA,0,Never-married,cleaner, Own-child, White, Male,0,0,20, United-States,0
1602,36,self_employed,136028, 9th,5,NA,0,Married-civilian,repair, Husband, White, Male,0,0,30, United-States,0
1603,26,self_employed,163189, HS-grad,9,NA,0,Never-married,sales, Own-child, White, Male,0,0,40, United-States,0
1604,34,local_body,202729, HS-grad,9,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,0
1605,41,private,421871, HS-grad,9,NA,0,Married-civilian,repair, Husband, Black, Male,0,0,40, United-States,1
1606,44,private,120277, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,15024,0,50, Italy,1
1607,26,NA,211798, HS-grad,9,NA,0,Separated,NA, Unmarried, White, Female,0,0,40, United-States,0
1608,47,private,198901, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,48, United-States,0
1609,18,private,214617, Some-college,10,NA,0,Never-married,sales, Own-child, White, Male,0,0,16, United-States,0
1610,55,self_employed,179715, 10th,6,NA,0,Married-civilian,repair, Husband, White, Male,0,0,18, United-States,0
1611,49,local_body,107231, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,2002,40, United-States,0
1612,44,private,110355, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,1
1613,43,private,184378, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,40, United-States,0
1614,62,private,273454, 7th-8th,4,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, Cuba,0
1615,44,private,443040, HS-grad,9,NA,0,Married-civilian,cleaner, Husband, Black, Male,0,0,40, United-States,0
1616,39,NA,71701, HS-grad,9,NA,0,Divorced,NA, Unmarried, White, Female,0,0,40, United-States,0
1617,50,self_employed,160151, Some-college,10,NA,0,Married-civilian,sales, Husband, White, Male,0,0,60, United-States,1
1618,35,private,107991, 11th,7,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,45, United-States,0
1619,52,private,94391, HS-grad,9,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,0
1620,46,private,99835, Prof-school,15,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,60, United-States,1
1621,44,private,43711, Assoc-acdm,12,NA,0,Married-civilian,sales, Husband, White, Male,7688,0,40, United-States,1
1622,43,private,83756, Some-college,10,NA,0,Never-married,managerial, Unmarried, White, Male,0,0,50, United-States,0
1623,51,private,120914, 7th-8th,4,NA,0,Married-civilian,repair, Husband, White, Male,2961,0,40, United-States,0
1624,20,private,180052, Some-college,10,NA,0,Never-married,sales, Own-child, White, Male,0,0,20, United-States,0
1625,47,private,170846, Assoc-acdm,12,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, Italy,1
1626,64,NA,168340, HS-grad,9,NA,0,Married-civilian,NA, Husband, White, Male,0,0,40,NA,1
1627,24,private,38455, Some-college,10,NA,0,Never-married,repair, Not-in-family, White, Male,0,0,40, United-States,0
1628,27,national,128059, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,50, United-States,0
1629,32,private,420895, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
1630,37,private,166744, HS-grad,9,NA,0,Divorced,other, Unmarried, White, Female,0,0,12, United-States,0
1631,26,private,238768, HS-grad,9,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,60, United-States,0
1632,43,private,176270, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,99999,0,60, United-States,1
1633,50,private,140592, HS-grad,9,NA,0,Married-civilian,inspector, Wife, White, Female,0,0,40, United-States,0
1634,20,self_employed,211466, HS-grad,9,NA,0,Never-married,transport, Own-child, White, Male,0,0,80, United-States,0
1635,37,private,188540, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,1902,45, United-States,1
1636,43,private,39581, HS-grad,9,NA,0,Never-married,other, Not-in-family, Black, Female,0,0,45, United-States,0
1637,37,private,171150, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,1887,50, United-States,1
1638,53,private,117496, 9th,5,4962.4605365098,1,Divorced,other, Not-in-family, White, Female,0,0,36, Canada,0
1639,44,private,145160, Doctorate,16,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
1640,25,private,28520, HS-grad,9,NA,0,Never-married,other, Not-in-family, White, Female,0,0,40, United-States,0
1641,17,private,103851, 11th,7,NA,0,Never-married,clerical, Own-child, White, Female,1055,0,20, United-States,0
1642,19,private,375077, HS-grad,9,NA,0,Never-married,sales, Own-child, White, Male,0,0,50, United-States,0
1643,53,state,281590, HS-grad,9,NA,0,Married-civilian,managerial, Wife, White, Female,15024,0,40, United-States,1
1644,44,private,151504, Some-college,10,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,0
1645,51,private,415287, HS-grad,9,NA,0,Married-civilian,inspector, Husband, Black, Male,0,1902,40, United-States,1
1646,49,private,32212, HS-grad,9,NA,0,Married-civilian,managerial, Wife, White, Female,0,0,43, United-States,0
1647,35,private,123606, Some-college,10,NA,0,Married-civilian,cleaner, Husband, White, Male,0,0,40, United-States,0
1648,44,private,202565, HS-grad,9,NA,0,Divorced,repair, Not-in-family, White, Male,0,0,45, United-States,0
1649,54,private,177927, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,60, United-States,0
1650,37,private,256723, Some-college,10,NA,0,Divorced,clerical, Unmarried, Black, Female,0,0,35, United-States,0
1651,18,private,46247, Some-college,10,NA,0,Never-married,other, Own-child, White, Female,0,0,15, United-States,0
1652,24,private,266926, Some-college,10,NA,0,Married-civilian,cleaner, Husband, White, Male,0,0,40, United-States,0
1653,29,private,112031, HS-grad,9,NA,0,Divorced,repair, Not-in-family, White, Female,0,0,50, United-States,0
1654,22,NA,376277, Some-college,10,NA,0,Divorced,NA, Not-in-family, White, Female,0,0,35, United-States,0
1655,35,private,168817, HS-grad,9,NA,0,Never-married,inspector, Not-in-family, White, Male,0,0,40, United-States,0
1656,56,private,187487, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,48, United-States,1
1657,32,NA,158784, 7th-8th,4,NA,0,Widowed,NA, Not-in-family, White, Female,0,0,40, United-States,0
1658,24,private,67222, Bachelors,13,NA,0,Never-married,inspector, Not-in-family, Asian-Pac-Islander, Male,0,0,45, China,0
1659,43,private,201723, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,1902,40, United-States,1
1660,73,private,267408, HS-grad,9,NA,0,Widowed,sales, Other-relative, White, Female,0,0,15, United-States,0
1661,47,national,168191, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40,NA,0
1662,49,private,105444, 12th,8,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,39, United-States,0
1663,38,private,156728, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,0,0,40, United-States,1
1664,31,private,148600, HS-grad,9,NA,0,Married-civilian,inspector, Husband, Black, Male,0,0,40, United-States,0
1665,39,private,19914, Some-college,10,NA,0,Divorced,clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
1666,42,private,190767, Bachelors,13,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,40, United-States,0
1667,41,private,233955, Masters,14,NA,0,Married-civilian,specialty, Husband, Asian-Pac-Islander, Male,0,0,45, China,1
1668,35,private,30381, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,0,0,45, United-States,1
1669,38,private,187069, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,45, United-States,0
1670,31,private,367314, HS-grad,9,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,40, United-States,0
1671,51,local_body,101119, HS-grad,9,NA,0,Married-civilian,guard, Husband, White, Male,0,0,70, United-States,0
1672,38,private,86551, Bachelors,13,NA,0,Divorced,sales, Not-in-family, White, Male,0,0,48, United-States,1
1673,40,local_body,218995, Some-college,10,9449.8066771776,1,Married-civilian,managerial, Husband, White, Male,0,0,42, United-States,1
1674,21,private,57711, HS-grad,9,NA,0,Never-married,other, Not-in-family, White, Female,0,0,30, United-States,0
1675,44,private,303521, Some-college,10,7875.8162315935,1,Divorced,repair, Not-in-family, White, Male,0,0,40, United-States,0
1676,55,private,199067, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,1
1677,29,private,247445, HS-grad,9,NA,0,Divorced,sales, Not-in-family, White, Male,0,0,45, United-States,0
1678,49,private,186078, Masters,14,NA,0,Married-civilian,specialty, Wife, White, Female,0,0,50, United-States,1
1679,31,private,77634, Assoc-voc,11,NA,0,Married-civilian,other, Husband, White, Male,0,0,42, United-States,0
