"ClaimID","ClaimSize"
"CLM54786","lessthan100K"
"CLM54788","lessthan100K"
"CLM54793","lessthan100K"
"CLM54797","200KandAbove"
"CLM54800","lessthan100K"
"CLM54815","100K-lessthan200K"
"CLM54824","200KandAbove"
"CLM54834","lessthan100K"
"CLM54835","200KandAbove"
"CLM54836","lessthan100K"
"CLM54842","lessthan100K"
"CLM54844","lessthan100K"
"CLM54848","lessthan100K"
"CLM54856","lessthan100K"
"CLM54857","200KandAbove"
"CLM54860","200KandAbove"
"CLM54865","lessthan100K"
"CLM54869","lessthan100K"
"CLM54871","200KandAbove"
"CLM54874","lessthan100K"
"CLM54881","100K-lessthan200K"
"CLM54883","lessthan100K"
"CLM54885","lessthan100K"
"CLM54892","lessthan100K"
"CLM54893","lessthan100K"
"CLM54895","lessthan100K"
"CLM54904","200KandAbove"
"CLM54907","200KandAbove"
"CLM54915","200KandAbove"
"CLM54919","200KandAbove"
"CLM54920","200KandAbove"
"CLM54923","200KandAbove"
"CLM54925","200KandAbove"
"CLM54926","200KandAbove"
"CLM54931","200KandAbove"
"CLM54933","200KandAbove"
"CLM54943","200KandAbove"
"CLM54949","200KandAbove"
"CLM54951","200KandAbove"
"CLM54952","200KandAbove"
"CLM54955","200KandAbove"
"CLM54960","200KandAbove"
"CLM54961","200KandAbove"
"CLM54971","200KandAbove"
"CLM54976","200KandAbove"
"CLM54977","200KandAbove"
"CLM54985","200KandAbove"
"CLM54987","200KandAbove"
"CLM54996","200KandAbove"
"CLM55002","200KandAbove"
"CLM55010","200KandAbove"
"CLM55013","200KandAbove"
"CLM55016","200KandAbove"
"CLM55018","200KandAbove"
"CLM55022","lessthan100K"
"CLM55024","200KandAbove"
"CLM55031","lessthan100K"
"CLM55035","100K-lessthan200K"
"CLM55041","lessthan100K"
"CLM55042","lessthan100K"
"CLM55056","lessthan100K"
"CLM55061","lessthan100K"
"CLM55065","lessthan100K"
"CLM55070","lessthan100K"
"CLM55076","lessthan100K"
"CLM55084","lessthan100K"
"CLM55089","200KandAbove"
"CLM55091","lessthan100K"
"CLM55092","100K-lessthan200K"
"CLM55094","lessthan100K"
"CLM55095","lessthan100K"
"CLM55097","lessthan100K"
"CLM55103","lessthan100K"
"CLM55105","lessthan100K"
"CLM55107","lessthan100K"
"CLM55108","lessthan100K"
"CLM55110","lessthan100K"
"CLM55117","lessthan100K"
"CLM55120","200KandAbove"
"CLM55123","200KandAbove"
"CLM55126","lessthan100K"
"CLM55128","100K-lessthan200K"
"CLM55129","lessthan100K"
"CLM55134","100K-lessthan200K"
"CLM55135","lessthan100K"
"CLM55139","lessthan100K"
"CLM55142","lessthan100K"
"CLM55143","100K-lessthan200K"
"CLM55152","lessthan100K"
"CLM55159","200KandAbove"
"CLM55165","lessthan100K"
"CLM55173","lessthan100K"
"CLM55175","lessthan100K"
"CLM55178","lessthan100K"
"CLM55179","lessthan100K"
"CLM55180","200KandAbove"
"CLM55181","lessthan100K"
"CLM55185","lessthan100K"
"CLM55188","100K-lessthan200K"
"CLM55191","lessthan100K"
"CLM55192","lessthan100K"
"CLM55221","lessthan100K"
"CLM55226","lessthan100K"
"CLM55232","100K-lessthan200K"
"CLM55233","lessthan100K"
"CLM55237","100K-lessthan200K"
"CLM55239","lessthan100K"
"CLM55240","lessthan100K"
"CLM55244","200KandAbove"
"CLM55246","lessthan100K"
"CLM55247","lessthan100K"
"CLM55253","lessthan100K"
"CLM55254","lessthan100K"
"CLM55255","lessthan100K"
"CLM55257","lessthan100K"
"CLM55259","lessthan100K"
"CLM55266","lessthan100K"
"CLM55268","lessthan100K"
"CLM55273","lessthan100K"
"CLM55274","lessthan100K"
"CLM55281","200KandAbove"
"CLM55283","lessthan100K"
"CLM55284","lessthan100K"
"CLM55295","200KandAbove"
"CLM55296","lessthan100K"
"CLM55309","lessthan100K"
"CLM55310","lessthan100K"
"CLM55311","100K-lessthan200K"
"CLM55320","lessthan100K"
"CLM55322","100K-lessthan200K"
"CLM55333","lessthan100K"
"CLM55337","lessthan100K"
"CLM55356","lessthan100K"
"CLM55357","lessthan100K"
"CLM55369","lessthan100K"
"CLM55373","lessthan100K"
"CLM55377","100K-lessthan200K"
"CLM55381","lessthan100K"
"CLM55382","100K-lessthan200K"
"CLM55383","lessthan100K"
"CLM55384","lessthan100K"
"CLM55388","lessthan100K"
"CLM55392","lessthan100K"
"CLM55398","100K-lessthan200K"
"CLM55400","lessthan100K"
"CLM55403","lessthan100K"
"CLM55412","lessthan100K"
"CLM55414","lessthan100K"
"CLM55415","200KandAbove"
"CLM55416","200KandAbove"
"CLM55428","200KandAbove"
"CLM55434","lessthan100K"
"CLM55437","200KandAbove"
"CLM55439","lessthan100K"
"CLM55450","200KandAbove"
"CLM55456","lessthan100K"
"CLM55457","lessthan100K"
"CLM55460","100K-lessthan200K"
"CLM55464","lessthan100K"
"CLM55467","lessthan100K"
"CLM55471","lessthan100K"
"CLM55473","lessthan100K"
"CLM55478","lessthan100K"
"CLM55480","lessthan100K"
"CLM55482","lessthan100K"
"CLM55483","lessthan100K"
"CLM55488","lessthan100K"
"CLM55496","lessthan100K"
"CLM55497","lessthan100K"
"CLM55503","lessthan100K"
"CLM55504","200KandAbove"
"CLM55507","100K-lessthan200K"
"CLM55510","100K-lessthan200K"
"CLM55514","lessthan100K"
"CLM55517","lessthan100K"
"CLM55518","lessthan100K"
"CLM55532","100K-lessthan200K"
"CLM55540","200KandAbove"
"CLM55545","200KandAbove"
"CLM55548","lessthan100K"
"CLM55549","lessthan100K"
"CLM55550","lessthan100K"
"CLM55552","lessthan100K"
"CLM55554","100K-lessthan200K"
"CLM55558","lessthan100K"
"CLM55559","lessthan100K"
"CLM55563","200KandAbove"
"CLM55565","lessthan100K"
"CLM55566","lessthan100K"
"CLM55567","lessthan100K"
"CLM55572","lessthan100K"
"CLM55574","100K-lessthan200K"
"CLM55578","lessthan100K"
"CLM55581","lessthan100K"
"CLM55584","lessthan100K"
"CLM55585","200KandAbove"
"CLM55591","100K-lessthan200K"
"CLM55592","lessthan100K"
"CLM55594","100K-lessthan200K"
"CLM55595","lessthan100K"
"CLM55596","lessthan100K"
"CLM55600","100K-lessthan200K"
"CLM55606","lessthan100K"
"CLM55607","lessthan100K"
"CLM55612","lessthan100K"
"CLM55613","100K-lessthan200K"
"CLM55615","200KandAbove"
"CLM55616","lessthan100K"
"CLM55623","100K-lessthan200K"
"CLM55625","lessthan100K"
"CLM55633","lessthan100K"
"CLM55637","lessthan100K"
"CLM55638","200KandAbove"
"CLM55642","lessthan100K"
"CLM55645","lessthan100K"
"CLM55648","100K-lessthan200K"
"CLM55653","lessthan100K"
"CLM55656","100K-lessthan200K"
"CLM55659","100K-lessthan200K"
"CLM55661","lessthan100K"
"CLM55668","lessthan100K"
"CLM55673","lessthan100K"
"CLM55676","200KandAbove"
"CLM55681","lessthan100K"
"CLM55682","100K-lessthan200K"
"CLM55687","lessthan100K"
"CLM55690","lessthan100K"
"CLM55701","lessthan100K"
"CLM55704","lessthan100K"
"CLM55709","100K-lessthan200K"
"CLM55710","200KandAbove"
"CLM55713","lessthan100K"
"CLM55714","lessthan100K"
"CLM55716","lessthan100K"
"CLM55717","lessthan100K"
"CLM55720","lessthan100K"
"CLM55721","lessthan100K"
"CLM55723","lessthan100K"
"CLM55725","200KandAbove"
"CLM55726","lessthan100K"
"CLM55732","lessthan100K"
"CLM55741","100K-lessthan200K"
"CLM55742","200KandAbove"
"CLM55745","lessthan100K"
"CLM55747","lessthan100K"
"CLM55748","lessthan100K"
"CLM55754","200KandAbove"
"CLM55755","100K-lessthan200K"
"CLM55756","lessthan100K"
"CLM55759","lessthan100K"
"CLM55763","100K-lessthan200K"
"CLM55766","100K-lessthan200K"
"CLM55768","lessthan100K"
"CLM55778","lessthan100K"
"CLM55779","lessthan100K"
"CLM55782","200KandAbove"
"CLM55793","lessthan100K"
"CLM55796","lessthan100K"
"CLM55798","200KandAbove"
"CLM55818","100K-lessthan200K"
"CLM55820","lessthan100K"
"CLM55826","lessthan100K"
"CLM55830","lessthan100K"
"CLM55835","lessthan100K"
"CLM55837","200KandAbove"
"CLM55838","lessthan100K"
"CLM55847","200KandAbove"
"CLM55848","lessthan100K"
"CLM55849","lessthan100K"
"CLM55854","lessthan100K"
"CLM55860","lessthan100K"
"CLM55861","lessthan100K"
"CLM55864","lessthan100K"
"CLM55866","lessthan100K"
"CLM55875","lessthan100K"
"CLM55880","lessthan100K"
"CLM55886","lessthan100K"
"CLM55889","lessthan100K"
"CLM55892","lessthan100K"
"CLM55904","lessthan100K"
"CLM55905","lessthan100K"
"CLM55911","lessthan100K"
"CLM55915","lessthan100K"
"CLM55918","lessthan100K"
"CLM55919","200KandAbove"
"CLM55928","lessthan100K"
"CLM55933","100K-lessthan200K"
"CLM55934","lessthan100K"
"CLM55940","lessthan100K"
"CLM55943","lessthan100K"
"CLM55944","lessthan100K"
"CLM55945","100K-lessthan200K"
"CLM55948","lessthan100K"
"CLM55953","lessthan100K"
"CLM55955","lessthan100K"
"CLM55957","100K-lessthan200K"
"CLM55959","lessthan100K"
"CLM55965","lessthan100K"
"CLM55970","lessthan100K"
"CLM55975","lessthan100K"
"CLM55976","lessthan100K"
"CLM55977","200KandAbove"
"CLM55978","lessthan100K"
"CLM55982","100K-lessthan200K"
"CLM55988","200KandAbove"
"CLM55991","lessthan100K"
"CLM55993","lessthan100K"
"CLM55998","lessthan100K"
"CLM56000","lessthan100K"
"CLM56002","lessthan100K"
"CLM56006","lessthan100K"
"CLM56007","lessthan100K"
"CLM56009","lessthan100K"
"CLM56010","200KandAbove"
"CLM56015","lessthan100K"
"CLM56017","lessthan100K"
"CLM56020","lessthan100K"
"CLM56024","lessthan100K"
"CLM56025","lessthan100K"
"CLM56027","lessthan100K"
"CLM56031","lessthan100K"
"CLM56032","lessthan100K"
"CLM56033","200KandAbove"
"CLM56039","lessthan100K"
"CLM56044","lessthan100K"
"CLM56045","lessthan100K"
"CLM56055","100K-lessthan200K"
"CLM56056","200KandAbove"
"CLM56068","100K-lessthan200K"
"CLM56069","lessthan100K"
"CLM56072","100K-lessthan200K"
"CLM56073","lessthan100K"
"CLM56079","lessthan100K"
"CLM56084","lessthan100K"
"CLM56087","lessthan100K"
"CLM56090","lessthan100K"
"CLM56099","lessthan100K"
"CLM56111","lessthan100K"
"CLM56115","200KandAbove"
"CLM56117","lessthan100K"
"CLM56121","200KandAbove"
"CLM56122","lessthan100K"
"CLM56124","lessthan100K"
"CLM56134","lessthan100K"
"CLM56138","100K-lessthan200K"
"CLM56143","lessthan100K"
"CLM56146","100K-lessthan200K"
"CLM56147","100K-lessthan200K"
"CLM56150","100K-lessthan200K"
"CLM56152","lessthan100K"
"CLM56154","lessthan100K"
"CLM56157","lessthan100K"
"CLM56161","lessthan100K"
"CLM56165","lessthan100K"
"CLM56176","lessthan100K"
"CLM56184","lessthan100K"
"CLM56185","lessthan100K"
"CLM56191","lessthan100K"
"CLM56192","200KandAbove"
"CLM56195","200KandAbove"
"CLM56200","lessthan100K"
"CLM56202","lessthan100K"
"CLM56203","lessthan100K"
"CLM56207","100K-lessthan200K"
"CLM56213","lessthan100K"
"CLM56214","lessthan100K"
"CLM56215","100K-lessthan200K"
"CLM56216","lessthan100K"
"CLM56222","lessthan100K"
"CLM56225","200KandAbove"
"CLM56226","lessthan100K"
"CLM56230","lessthan100K"
"CLM56235","lessthan100K"
"CLM56243","100K-lessthan200K"
"CLM56249","100K-lessthan200K"
"CLM56252","200KandAbove"
"CLM56262","lessthan100K"
"CLM56264","lessthan100K"
"CLM56268","100K-lessthan200K"
"CLM56271","lessthan100K"
"CLM56273","lessthan100K"
"CLM56274","lessthan100K"
"CLM56277","lessthan100K"
"CLM56279","lessthan100K"
"CLM56280","lessthan100K"
"CLM56282","lessthan100K"
"CLM56288","200KandAbove"
"CLM56289","200KandAbove"
"CLM56291","lessthan100K"
"CLM56296","200KandAbove"
"CLM56297","100K-lessthan200K"
"CLM56299","lessthan100K"
"CLM56301","100K-lessthan200K"
"CLM56303","200KandAbove"
"CLM56304","200KandAbove"
"CLM56308","lessthan100K"
"CLM56311","lessthan100K"
"CLM56315","lessthan100K"
"CLM56324","lessthan100K"
"CLM56328","lessthan100K"
"CLM56329","lessthan100K"
"CLM56333","lessthan100K"
"CLM56335","lessthan100K"
"CLM56339","lessthan100K"
"CLM56343","lessthan100K"
"CLM56345","100K-lessthan200K"
"CLM56346","100K-lessthan200K"
"CLM56354","lessthan100K"
"CLM56359","200KandAbove"
"CLM56363","200KandAbove"
"CLM56365","lessthan100K"
"CLM56368","lessthan100K"
"CLM56371","lessthan100K"
"CLM56376","100K-lessthan200K"
"CLM56378","lessthan100K"
"CLM56388","200KandAbove"
"CLM56389","lessthan100K"
"CLM56390","100K-lessthan200K"
"CLM56395","lessthan100K"
"CLM56396","lessthan100K"
"CLM56398","100K-lessthan200K"
"CLM56399","lessthan100K"
"CLM56400","lessthan100K"
"CLM56407","200KandAbove"
"CLM56410","100K-lessthan200K"
"CLM56411","200KandAbove"
"CLM56413","100K-lessthan200K"
"CLM56414","lessthan100K"
"CLM56420","lessthan100K"
"CLM56425","lessthan100K"
"CLM56426","100K-lessthan200K"
"CLM56428","lessthan100K"
"CLM56430","lessthan100K"
"CLM56434","lessthan100K"
"CLM56436","lessthan100K"
"CLM56442","100K-lessthan200K"
"CLM56444","lessthan100K"
"CLM56454","100K-lessthan200K"
"CLM56457","lessthan100K"
"CLM56458","lessthan100K"
"CLM56459","200KandAbove"
"CLM56465","lessthan100K"
"CLM56471","lessthan100K"
"CLM56480","200KandAbove"
"CLM56485","lessthan100K"
"CLM56491","lessthan100K"
"CLM56497","lessthan100K"
"CLM56499","200KandAbove"
"CLM56500","lessthan100K"
"CLM56503","lessthan100K"
"CLM56527","lessthan100K"
"CLM56530","lessthan100K"
"CLM56535","lessthan100K"
"CLM56536","lessthan100K"
"CLM56540","lessthan100K"
"CLM56546","200KandAbove"
"CLM56549","lessthan100K"
"CLM56556","lessthan100K"
"CLM56560","200KandAbove"
"CLM56566","lessthan100K"
"CLM56572","lessthan100K"
"CLM56578","lessthan100K"
"CLM56581","100K-lessthan200K"
"CLM56588","lessthan100K"
"CLM56596","lessthan100K"
"CLM56599","100K-lessthan200K"
"CLM56607","200KandAbove"
"CLM56610","lessthan100K"
"CLM56611","lessthan100K"
"CLM56612","lessthan100K"
"CLM56630","lessthan100K"
"CLM56636","100K-lessthan200K"
"CLM56637","100K-lessthan200K"
"CLM56641","lessthan100K"
"CLM56642","lessthan100K"
"CLM56643","lessthan100K"
"CLM56645","lessthan100K"
"CLM56651","200KandAbove"
"CLM56652","lessthan100K"
"CLM56658","lessthan100K"
"CLM56659","lessthan100K"
"CLM56661","lessthan100K"
"CLM56667","lessthan100K"
"CLM56669","lessthan100K"
"CLM56672","lessthan100K"
"CLM56674","lessthan100K"
"CLM56680","lessthan100K"
"CLM56682","100K-lessthan200K"
"CLM56685","200KandAbove"
"CLM56698","lessthan100K"
"CLM56711","200KandAbove"
"CLM56712","lessthan100K"
"CLM56722","200KandAbove"
"CLM56742","lessthan100K"
"CLM56752","lessthan100K"
"CLM56759","lessthan100K"
"CLM56760","lessthan100K"
"CLM56761","lessthan100K"
"CLM56765","lessthan100K"
"CLM56771","lessthan100K"
"CLM56775","100K-lessthan200K"
"CLM56779","lessthan100K"
"CLM56781","lessthan100K"
"CLM56792","200KandAbove"
"CLM56793","lessthan100K"
"CLM56802","lessthan100K"
"CLM56804","lessthan100K"
"CLM56805","lessthan100K"
"CLM56808","lessthan100K"
"CLM56815","lessthan100K"
"CLM56818","lessthan100K"
"CLM56828","lessthan100K"
"CLM56830","lessthan100K"
"CLM56847","lessthan100K"
"CLM56849","lessthan100K"
"CLM56858","200KandAbove"
"CLM56859","100K-lessthan200K"
"CLM56861","100K-lessthan200K"
"CLM56862","lessthan100K"
"CLM56863","200KandAbove"
"CLM56867","lessthan100K"
"CLM56869","lessthan100K"
"CLM56870","lessthan100K"
"CLM56872","lessthan100K"
"CLM56874","lessthan100K"
"CLM56875","lessthan100K"
"CLM56877","lessthan100K"
"CLM56883","lessthan100K"
"CLM56885","lessthan100K"
"CLM56889","lessthan100K"
"CLM56890","lessthan100K"
"CLM56898","lessthan100K"
"CLM56900","lessthan100K"
"CLM56909","lessthan100K"
"CLM56921","lessthan100K"
"CLM56922","lessthan100K"
"CLM56923","lessthan100K"
"CLM56924","200KandAbove"
"CLM56927","100K-lessthan200K"
"CLM56929","lessthan100K"
"CLM56932","200KandAbove"
"CLM56936","lessthan100K"
"CLM56942","lessthan100K"
"CLM56946","lessthan100K"
"CLM56958","lessthan100K"
"CLM56962","lessthan100K"
"CLM56966","lessthan100K"
"CLM56970","lessthan100K"
"CLM56973","100K-lessthan200K"
"CLM56974","lessthan100K"
"CLM56983","lessthan100K"
"CLM56984","lessthan100K"
"CLM56987","100K-lessthan200K"
"CLM56990","lessthan100K"
"CLM56991","100K-lessthan200K"
"CLM56997","lessthan100K"
"CLM57003","100K-lessthan200K"
"CLM57005","lessthan100K"
"CLM57007","lessthan100K"
"CLM57021","lessthan100K"
"CLM57023","lessthan100K"
"CLM57031","100K-lessthan200K"
"CLM57033","lessthan100K"
"CLM57038","100K-lessthan200K"
"CLM57043","100K-lessthan200K"
"CLM57046","100K-lessthan200K"
"CLM57048","lessthan100K"
"CLM57059","lessthan100K"
"CLM57067","100K-lessthan200K"
"CLM57069","100K-lessthan200K"
"CLM57072","lessthan100K"
"CLM57075","lessthan100K"
"CLM57076","lessthan100K"
"CLM57080","lessthan100K"
"CLM57084","lessthan100K"
"CLM57086","lessthan100K"
"CLM57087","lessthan100K"
"CLM57094","lessthan100K"
"CLM57098","lessthan100K"
"CLM57099","lessthan100K"
"CLM57101","lessthan100K"
"CLM57104","200KandAbove"
"CLM57106","lessthan100K"
"CLM57108","lessthan100K"
"CLM57109","200KandAbove"
"CLM57113","lessthan100K"
"CLM57125","200KandAbove"
"CLM57126","lessthan100K"
"CLM57137","lessthan100K"
"CLM57161","100K-lessthan200K"
"CLM57163","lessthan100K"
"CLM57164","100K-lessthan200K"
"CLM57169","lessthan100K"
"CLM57170","lessthan100K"
"CLM57171","lessthan100K"
"CLM57175","100K-lessthan200K"
"CLM57177","lessthan100K"
"CLM57178","lessthan100K"
"CLM57183","lessthan100K"
"CLM57184","lessthan100K"
"CLM57185","lessthan100K"
"CLM57191","lessthan100K"
"CLM57192","100K-lessthan200K"
"CLM57198","lessthan100K"
"CLM57201","lessthan100K"
"CLM57203","200KandAbove"
"CLM57206","lessthan100K"
"CLM57212","lessthan100K"
"CLM57214","lessthan100K"
"CLM57217","lessthan100K"
"CLM57220","lessthan100K"
"CLM57222","lessthan100K"
"CLM57230","lessthan100K"
"CLM57234","lessthan100K"
"CLM57253","lessthan100K"
"CLM57264","lessthan100K"
"CLM57265","100K-lessthan200K"
"CLM57267","lessthan100K"
"CLM57268","lessthan100K"
"CLM57270","lessthan100K"
"CLM57271","lessthan100K"
"CLM57279","lessthan100K"
"CLM57280","100K-lessthan200K"
"CLM57282","lessthan100K"
"CLM57290","lessthan100K"
"CLM57291","200KandAbove"
"CLM57293","100K-lessthan200K"
"CLM57294","lessthan100K"
"CLM57296","lessthan100K"
"CLM57297","lessthan100K"
"CLM57299","100K-lessthan200K"
"CLM57302","lessthan100K"
"CLM57304","100K-lessthan200K"
"CLM57307","lessthan100K"
"CLM57308","lessthan100K"
"CLM57313","lessthan100K"
"CLM57329","lessthan100K"
"CLM57338","lessthan100K"
"CLM57339","lessthan100K"
"CLM57340","200KandAbove"
"CLM57345","lessthan100K"
"CLM57347","lessthan100K"
"CLM57352","lessthan100K"
"CLM57362","lessthan100K"
"CLM57363","lessthan100K"
"CLM57369","lessthan100K"
"CLM57372","lessthan100K"
"CLM57377","lessthan100K"
"CLM57379","200KandAbove"
"CLM57382","lessthan100K"
"CLM57391","lessthan100K"
"CLM57398","200KandAbove"
"CLM57401","100K-lessthan200K"
"CLM57402","lessthan100K"
"CLM57403","lessthan100K"
"CLM57406","lessthan100K"
"CLM57411","200KandAbove"
"CLM57417","200KandAbove"
"CLM57419","100K-lessthan200K"
"CLM57420","lessthan100K"
"CLM57429","200KandAbove"
"CLM57431","lessthan100K"
"CLM57433","100K-lessthan200K"
"CLM57436","lessthan100K"
"CLM57437","100K-lessthan200K"
"CLM57444","200KandAbove"
"CLM57453","lessthan100K"
"CLM57455","lessthan100K"
"CLM57458","lessthan100K"
"CLM57465","200KandAbove"
"CLM57466","lessthan100K"
"CLM57468","100K-lessthan200K"
"CLM57469","100K-lessthan200K"
"CLM57470","lessthan100K"
"CLM57471","200KandAbove"
"CLM57483","lessthan100K"
"CLM57490","lessthan100K"
"CLM57498","lessthan100K"
"CLM57500","100K-lessthan200K"
"CLM57507","lessthan100K"
"CLM57511","200KandAbove"
"CLM57514","lessthan100K"
"CLM57518","lessthan100K"
"CLM57529","100K-lessthan200K"
"CLM57534","lessthan100K"
"CLM57537","lessthan100K"
"CLM57538","200KandAbove"
"CLM57540","100K-lessthan200K"
"CLM57541","lessthan100K"
"CLM57545","lessthan100K"
"CLM57546","lessthan100K"
"CLM57547","lessthan100K"
"CLM57548","200KandAbove"
"CLM57554","lessthan100K"
"CLM57560","lessthan100K"
"CLM57565","lessthan100K"
"CLM57568","lessthan100K"
"CLM57570","100K-lessthan200K"
"CLM57571","lessthan100K"
"CLM57588","lessthan100K"
"CLM57592","100K-lessthan200K"
"CLM57596","lessthan100K"
"CLM57602","lessthan100K"
"CLM57623","200KandAbove"
"CLM57629","lessthan100K"
"CLM57631","lessthan100K"
"CLM57635","lessthan100K"
"CLM57646","100K-lessthan200K"
"CLM57647","lessthan100K"
"CLM57649","lessthan100K"
"CLM57662","lessthan100K"
"CLM57672","100K-lessthan200K"
"CLM57677","100K-lessthan200K"
"CLM57680","lessthan100K"
"CLM57681","lessthan100K"
"CLM57682","lessthan100K"
"CLM57696","200KandAbove"
"CLM57698","lessthan100K"
"CLM57700","100K-lessthan200K"
"CLM57705","lessthan100K"
"CLM57710","lessthan100K"
"CLM57715","lessthan100K"
"CLM57716","100K-lessthan200K"
"CLM57730","lessthan100K"
"CLM57735","lessthan100K"
"CLM57749","100K-lessthan200K"
"CLM57753","lessthan100K"
"CLM57754","lessthan100K"
"CLM57755","lessthan100K"
"CLM57756","lessthan100K"
"CLM57758","lessthan100K"
"CLM57759","lessthan100K"
"CLM57762","lessthan100K"
"CLM57763","200KandAbove"
"CLM57766","lessthan100K"
"CLM57770","lessthan100K"
"CLM57772","lessthan100K"
"CLM57774","lessthan100K"
"CLM57776","lessthan100K"
"CLM57785","lessthan100K"
"CLM57787","lessthan100K"
"CLM57792","200KandAbove"
"CLM57795","lessthan100K"
"CLM57809","lessthan100K"
"CLM57810","lessthan100K"
"CLM57816","200KandAbove"
"CLM57819","lessthan100K"
"CLM57824","100K-lessthan200K"
"CLM57828","lessthan100K"
"CLM57836","lessthan100K"
"CLM57837","lessthan100K"
"CLM57840","lessthan100K"
"CLM57842","lessthan100K"
"CLM57846","200KandAbove"
"CLM57848","lessthan100K"
"CLM57853","lessthan100K"
"CLM57860","lessthan100K"
"CLM57864","200KandAbove"
"CLM57867","100K-lessthan200K"
"CLM57871","lessthan100K"
"CLM57872","lessthan100K"
"CLM57876","lessthan100K"
"CLM57878","lessthan100K"
"CLM57885","lessthan100K"
"CLM57888","lessthan100K"
"CLM57908","lessthan100K"
"CLM57909","200KandAbove"
"CLM57910","200KandAbove"
"CLM57911","lessthan100K"
"CLM57912","lessthan100K"
"CLM57916","lessthan100K"
"CLM57919","lessthan100K"
"CLM57921","200KandAbove"
"CLM57923","100K-lessthan200K"
"CLM57934","lessthan100K"
"CLM57939","100K-lessthan200K"
"CLM57944","lessthan100K"
"CLM57945","lessthan100K"
"CLM57946","200KandAbove"
"CLM57949","200KandAbove"
"CLM57953","200KandAbove"
"CLM57954","200KandAbove"
"CLM57961","lessthan100K"
"CLM57985","100K-lessthan200K"
"CLM57988","lessthan100K"
"CLM57998","lessthan100K"
"CLM58001","lessthan100K"
"CLM58006","lessthan100K"
"CLM58007","lessthan100K"
"CLM58012","200KandAbove"
"CLM58015","100K-lessthan200K"
"CLM58017","lessthan100K"
"CLM58020","200KandAbove"
"CLM58036","lessthan100K"
"CLM58037","lessthan100K"
"CLM58039","lessthan100K"
"CLM58040","200KandAbove"
"CLM58047","lessthan100K"
"CLM58050","lessthan100K"
"CLM58070","200KandAbove"
"CLM58071","lessthan100K"
"CLM58076","lessthan100K"
"CLM58077","lessthan100K"
"CLM58084","200KandAbove"
"CLM58088","lessthan100K"
"CLM58094","100K-lessthan200K"
"CLM58095","lessthan100K"
"CLM58098","lessthan100K"
"CLM58099","lessthan100K"
"CLM58104","lessthan100K"
"CLM58105","200KandAbove"
"CLM58106","lessthan100K"
"CLM58114","200KandAbove"
"CLM58117","lessthan100K"
"CLM58118","lessthan100K"
"CLM58121","lessthan100K"
"CLM58125","lessthan100K"
"CLM58126","lessthan100K"
"CLM58128","lessthan100K"
"CLM58130","lessthan100K"
"CLM58131","lessthan100K"
"CLM58133","lessthan100K"
"CLM58137","lessthan100K"
"CLM58141","lessthan100K"
"CLM58145","100K-lessthan200K"
"CLM58148","lessthan100K"
"CLM58149","lessthan100K"
"CLM58152","lessthan100K"
"CLM58158","lessthan100K"
"CLM58161","lessthan100K"
"CLM58166","lessthan100K"
"CLM58173","100K-lessthan200K"
"CLM58175","lessthan100K"
"CLM58180","lessthan100K"
"CLM58182","lessthan100K"
"CLM58183","lessthan100K"
"CLM58186","lessthan100K"
"CLM58190","100K-lessthan200K"
"CLM58196","200KandAbove"
"CLM58197","200KandAbove"
"CLM58198","lessthan100K"
"CLM58202","lessthan100K"
"CLM58204","lessthan100K"
"CLM58209","lessthan100K"
"CLM58219","lessthan100K"
"CLM58222","lessthan100K"
"CLM58225","100K-lessthan200K"
"CLM58228","100K-lessthan200K"
"CLM58237","100K-lessthan200K"
"CLM58239","200KandAbove"
"CLM58243","lessthan100K"
"CLM58245","lessthan100K"
"CLM58260","lessthan100K"
"CLM58261","lessthan100K"
"CLM58265","100K-lessthan200K"
"CLM58267","100K-lessthan200K"
"CLM58276","lessthan100K"
"CLM58281","200KandAbove"
"CLM58284","100K-lessthan200K"
"CLM58286","lessthan100K"
"CLM58288","100K-lessthan200K"
"CLM58290","lessthan100K"
"CLM58294","lessthan100K"
"CLM58302","lessthan100K"
"CLM58308","lessthan100K"
"CLM58310","200KandAbove"
"CLM58316","lessthan100K"
"CLM58319","100K-lessthan200K"
"CLM58322","lessthan100K"
"CLM58325","lessthan100K"
"CLM58332","100K-lessthan200K"
"CLM58335","lessthan100K"
"CLM58337","lessthan100K"
"CLM58340","lessthan100K"
"CLM58346","200KandAbove"
"CLM58347","100K-lessthan200K"
"CLM58351","lessthan100K"
"CLM58356","200KandAbove"
"CLM58359","lessthan100K"
"CLM58360","lessthan100K"
"CLM58362","lessthan100K"
"CLM58368","lessthan100K"
"CLM58373","100K-lessthan200K"
"CLM58377","lessthan100K"
"CLM58378","lessthan100K"
"CLM58381","100K-lessthan200K"
"CLM58390","lessthan100K"
"CLM58391","lessthan100K"
"CLM58396","100K-lessthan200K"
"CLM58400","lessthan100K"
"CLM58407","lessthan100K"
"CLM58411","100K-lessthan200K"
"CLM58415","lessthan100K"
"CLM58418","lessthan100K"
"CLM58419","lessthan100K"
"CLM58422","100K-lessthan200K"
"CLM58423","100K-lessthan200K"
"CLM58424","lessthan100K"
"CLM58425","lessthan100K"
"CLM58427","lessthan100K"
"CLM58428","lessthan100K"
"CLM58429","lessthan100K"
"CLM58432","100K-lessthan200K"
"CLM58434","200KandAbove"
"CLM58446","200KandAbove"
