"","ID","CCAvg","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard"
"648",4691,0.3,0,0,0,0,1,0
"649",4694,0.3,0,0,0,0,0,0
"650",4711,0.3,0,0,0,0,0,1
"651",4745,0.3,0,0,0,0,1,0
"652",4746,0.3,0,0,0,0,1,1
"653",4784,0.3,0,0,0,0,0,0
"654",4799,0.3,0,0,0,0,0,1
"655",4821,0.3,0,0,1,1,1,1
"656",4852,0.3,0,0,0,0,1,0
"657",4863,0.3,0,0,0,0,0,0
"658",4875,0.3,0,0,0,0,0,0
"659",4923,0.3,0,0,0,0,1,1
"660",4930,0.3,0,0,0,0,1,0
"661",4998,0.3,0,0,0,0,0,0
"662",2254,0.3,75,0,0,0,1,0
"663",3669,0.3,75,1,0,0,1,0
"664",624,0.3,78,0,0,0,1,0
"665",2417,0.3,80,0,0,0,1,0
"666",3895,0.3,81,0,0,0,1,1
"667",3045,0.3,83,0,0,0,0,0
"668",4364,0.3,84,0,0,0,1,0
"669",546,0.3,87,0,0,0,0,0
"670",1306,0.3,88,0,0,0,1,0
"671",4457,0.3,88,0,0,1,1,1
"672",3299,0.3,89,0,0,0,0,0
"673",2261,0.3,92,0,0,0,0,0
"674",1506,0.3,93,0,0,0,0,1
"675",3816,0.3,96,0,0,0,1,0
"676",4811,0.3,96,0,0,0,1,0
"677",1851,0.3,97,0,0,0,1,0
"678",4417,0.3,97,0,0,0,0,0
"679",1609,0.3,98,0,0,0,1,0
"680",4045,0.3,99,0,1,0,0,0
"681",1367,0.3,101,0,0,0,1,0
"682",492,0.3,104,0,1,0,1,0
"683",1259,0.3,104,0,0,0,1,1
"684",1579,0.3,104,0,1,0,1,0
"685",2152,0.3,105,0,0,0,0,0
"686",4218,0.3,105,0,0,0,1,1
"687",3802,0.3,106,0,0,0,1,1
"688",4022,0.3,106,0,0,0,0,1
"689",4948,0.3,108,0,0,0,1,1
"690",1227,0.3,109,0,0,0,1,1
"691",3728,0.3,109,0,1,1,1,1
"692",3078,0.3,110,0,1,0,1,0
"693",908,0.3,115,0,0,0,1,1
"694",4759,0.3,116,0,0,0,0,0
"695",540,0.3,117,0,0,0,0,0
"696",1835,0.3,118,0,0,0,0,0
"697",1773,0.3,119,0,0,0,0,0
"698",1326,0.3,120,0,0,0,1,0
"699",1989,0.3,120,0,0,0,1,0
"700",4893,0.3,120,0,1,0,1,0
"701",3106,0.3,121,0,0,0,0,0
"702",2466,0.3,123,0,0,0,1,0
"703",4474,0.3,124,0,0,0,1,1
"704",557,0.3,129,0,0,0,1,0
"705",2461,0.3,130,0,0,0,1,0
"706",1711,0.3,131,0,0,0,1,1
"707",866,0.3,139,0,0,0,1,1
"708",192,0.3,140,0,0,0,0,0
"709",3962,0.3,140,0,0,0,1,0
"710",4800,0.3,142,0,0,0,0,1
"711",3618,0.3,146,0,0,0,0,0
"712",2734,0.3,147,0,0,0,0,0
"713",4565,0.3,148,0,0,0,0,0
"714",473,0.3,156,0,0,0,1,0
"715",1020,0.3,157,0,0,0,0,0
"716",1397,0.3,158,0,0,0,0,0
"717",1489,0.3,174,0,0,0,1,0
"718",4556,0.3,179,0,0,0,0,0
"719",2442,0.3,186,0,0,0,1,1
"720",3290,0.3,187,0,0,0,1,1
"721",3908,0.3,187,0,0,0,1,0
"722",3594,0.3,192,0,0,0,1,0
"723",2783,0.3,213,0,0,0,0,0
"724",2399,0.3,217,0,1,0,0,1
"725",4835,0.3,217,0,0,0,0,0
"726",1926,0.3,218,0,0,0,1,0
"727",1106,0.3,229,1,0,1,1,1
"728",3537,0.3,229,0,0,0,0,0
"729",2922,0.3,262,0,0,0,1,0
"730",3500,0.3,286,0,0,0,1,0
"731",1396,0.3,305,1,0,0,0,0
"732",336,0.3,360,0,0,1,1,1
"733",1890,0.3,372,1,1,1,1,0
"734",3621,0.3,403,0,0,0,0,0
"735",138,0.4,0,0,0,0,0,0
"736",157,0.4,0,0,0,0,0,1
"737",172,0.4,0,0,1,0,0,0
"738",399,0.4,0,0,0,0,0,0
"739",417,0.4,0,0,0,0,1,0
"740",497,0.4,0,0,0,0,1,0
"741",581,0.4,0,0,0,0,1,1
"742",587,0.4,0,0,0,0,1,1
"743",915,0.4,0,1,1,1,0,1
"744",985,0.4,0,0,0,0,0,0
"745",1003,0.4,0,0,0,0,0,0
"746",1044,0.4,0,0,0,0,1,0
"747",1047,0.4,0,0,0,0,0,0
"748",1119,0.4,0,0,0,0,1,1
"749",1153,0.4,0,0,0,0,1,0
"750",1156,0.4,0,0,0,0,0,1
"751",1183,0.4,0,0,0,0,1,1
"752",1189,0.4,0,0,1,0,0,1
"753",1190,0.4,0,0,0,0,1,0
"754",1198,0.4,0,0,0,0,0,1
"755",1203,0.4,0,0,0,0,0,0
"756",1215,0.4,0,0,0,0,0,0
"757",1234,0.4,0,0,0,0,1,0
"758",1257,0.4,0,0,0,0,1,0
"759",1290,0.4,0,0,0,0,0,0
"760",1333,0.4,0,0,0,0,1,0
"761",1354,0.4,0,0,0,0,1,1
"762",1365,0.4,0,0,0,0,0,0
"763",1407,1.5,0,0,0,0,1,1
"764",1414,0.4,0,0,0,0,0,0
"765",1417,0.4,0,0,0,0,0,0
"766",1437,0.4,0,0,0,0,1,1
"767",1536,0.4,0,0,0,0,1,1
"768",1543,0.4,0,0,0,0,0,0
"769",1577,0.4,0,0,0,0,1,0
"770",1588,0.4,0,0,0,0,1,0
"771",1599,0.4,0,0,1,0,0,0
"772",1684,0.4,0,0,0,0,0,0
"773",1708,0.4,0,0,0,0,0,1
"774",1719,0.4,0,0,0,0,1,1
"775",1730,0.4,0,0,0,0,1,0
"776",1736,0.4,0,0,0,0,1,1
"777",1754,0.4,0,0,0,0,1,0
"778",1808,0.4,0,0,0,0,0,0
"779",1816,0.4,0,0,1,1,1,1
"780",1868,0.4,0,0,0,0,0,0
"781",1901,0.4,0,0,0,0,1,0
"782",1921,0.4,0,0,0,0,0,0
"783",1987,0.4,0,0,0,0,0,0
"784",2040,0.4,0,0,0,0,1,0
"785",2064,0.4,0,0,0,0,1,0
"786",2100,0.4,0,0,0,0,0,0
"787",2202,0.4,0,0,0,0,0,0
"788",2235,0.4,0,0,0,0,1,0
"789",2298,0.4,0,0,0,0,1,1
"790",2351,0.4,0,0,0,0,1,1
"791",2355,1.5,0,0,0,0,1,0
"792",2428,0.4,0,0,0,0,1,0
"793",2463,0.4,0,0,0,0,1,0
"794",2525,0.4,0,0,0,0,1,0
"795",2580,0.4,0,0,0,0,0,0
"796",2687,0.4,0,0,0,0,0,0
"797",2723,0.4,0,0,0,0,0,0
"798",2743,0.4,0,0,0,0,1,0
"799",2817,0.4,0,0,0,0,1,0
"800",2820,0.4,0,0,0,0,1,0
"801",2926,0.4,0,0,0,0,1,0
"802",2940,0.4,0,0,0,0,0,1
"803",2991,0.4,0,0,1,0,0,0
"804",3033,0.4,0,0,0,0,1,0
"805",3038,0.4,0,1,0,1,1,0
"806",3094,0.4,0,0,0,0,0,1
"807",3122,0.4,0,0,0,0,0,1
"808",3176,0.4,0,0,0,0,0,0
"809",3177,0.4,0,0,0,0,1,0
"810",3228,0.4,0,0,0,0,1,0
"811",3293,0.4,0,0,1,0,0,0
"812",3359,0.4,0,0,0,0,0,0
"813",3386,0.4,0,0,1,0,0,0
"814",3453,0.4,0,0,0,0,0,0
"815",3492,0.4,0,0,0,0,0,1
"816",3494,0.4,0,0,0,0,1,0
"817",3573,0.4,0,0,0,0,1,1
"818",3660,0.4,0,0,0,0,0,0
"819",3671,0.4,0,0,0,0,1,0
"820",3672,0.4,0,0,0,0,1,0
"821",3732,0.4,0,0,0,0,1,0
"822",3740,0.4,0,0,0,0,0,0
"823",3765,0.4,0,0,0,0,0,0
"824",3790,0.4,0,0,0,0,1,1
"825",3901,0.4,0,0,1,1,1,1
"826",3930,0.4,0,0,0,0,0,0
"827",3950,0.4,0,0,0,0,1,1
"828",4095,0.4,0,0,1,0,1,0
"829",4096,0.4,0,0,0,0,1,0
"830",4169,0.4,0,1,0,0,1,0
"831",4182,0.4,0,0,0,0,1,0
"832",4220,0.4,0,0,0,0,0,0
"833",4339,0.4,0,0,0,0,1,0
"834",4371,0.4,0,0,0,0,0,0
"835",4405,0.4,0,0,0,0,0,0
"836",4413,0.4,0,0,0,0,0,0
"837",4428,0.4,0,0,0,0,0,0
"838",4452,0.4,0,0,0,0,1,0
"839",4492,0.4,0,0,0,0,1,0
"840",4559,0.4,0,0,0,0,1,1
"841",4600,0.4,0,0,0,0,1,0
"842",4637,0.4,0,0,0,0,1,0
"843",4684,0.4,0,0,0,0,0,0
"844",4693,0.4,0,0,0,0,0,1
"845",4729,0.4,0,0,0,0,1,0
"846",4747,0.4,0,0,0,0,1,0
"847",4792,0.4,0,0,0,0,0,1
"848",4841,0.4,0,0,0,0,1,0
"849",4897,0.4,0,0,0,0,1,0
"850",539,0.4,76,0,0,0,0,1
"851",2205,0.4,76,0,0,0,0,0
"852",4198,0.4,76,0,1,0,1,0
"853",478,0.4,78,0,0,0,1,0
"854",3959,0.4,78,0,0,0,0,0
"855",4778,0.4,78,0,0,0,1,0
"856",1986,0.4,79,0,0,0,0,0
"857",2504,0.4,79,0,0,0,1,1
"858",1860,0.4,80,0,0,0,0,0
"859",838,0.4,81,0,0,0,1,0
"860",3853,0.4,82,0,1,1,1,1
"861",2093,0.4,84,0,0,0,1,0
"862",4997,0.4,85,0,0,0,1,0
"863",2644,0.4,86,0,0,0,1,1
"864",4130,0.4,87,0,0,0,1,1
"865",357,0.4,88,0,0,0,0,0
"866",1841,0.4,88,0,0,0,0,0
"867",1748,0.4,89,0,0,0,0,1
"868",3135,0.4,89,0,0,0,1,0
"869",1429,0.4,90,0,0,0,1,0
"870",1223,0.4,94,0,0,0,0,0
"871",2242,0.4,94,0,0,0,1,0
"872",3905,0.4,94,0,0,0,1,1
"873",1179,0.4,98,0,0,0,1,0
"874",3712,0.4,99,0,0,0,1,0
"875",1800,0.4,100,0,0,0,1,0
"876",1671,0.4,101,0,0,0,1,0
"877",1894,0.4,101,0,1,0,0,0
"878",927,0.4,103,0,0,0,1,0
"879",4370,0.4,103,0,0,0,1,1
"880",2966,0.4,104,0,0,0,0,1
"881",2634,0.4,106,0,0,0,1,0
"882",1715,0.4,107,0,0,0,0,1
"883",4836,0.4,113,0,0,0,1,0
"884",1832,0.4,115,0,0,0,1,1
"885",2226,0.4,115,0,0,0,0,0
"886",149,0.4,116,0,0,0,1,0
"887",80,0.4,118,0,0,0,1,0
"888",1695,0.4,118,0,0,0,0,0
"889",4862,0.4,121,0,0,0,1,0
"890",4132,0.4,122,0,0,0,0,0
"891",876,0.4,123,0,0,0,0,0
"892",939,0.4,124,0,1,0,0,0
"893",1645,0.4,131,0,0,0,0,1
"894",4842,0.4,135,0,0,0,1,0
"895",898,0.4,137,0,0,0,1,1
"896",4407,0.4,137,0,0,0,1,0
"897",2127,0.4,141,0,0,0,0,0
"898",1081,0.4,142,0,0,0,1,0
"899",1280,0.4,145,0,0,0,0,0
"900",4103,0.4,146,0,0,0,1,1
"901",6,0.4,155,0,0,0,1,0
"902",2725,0.4,157,0,0,1,1,1
"903",141,0.4,161,0,0,0,1,1
"904",717,0.4,161,0,0,0,1,1
"905",2465,0.4,165,0,0,0,1,0
"906",2802,0.4,177,0,0,0,1,0
"907",3715,0.4,232,0,0,0,0,1
"908",4222,0.4,248,0,0,0,1,0
"909",4970,0.4,250,0,0,0,1,0
"910",1907,0.4,275,0,0,0,1,0
"911",3859,0.4,277,1,0,0,0,1
"912",3093,0.4,325,0,1,0,0,0
"913",3516,0.4,508,0,0,0,0,0
"914",20,0.5,0,0,1,0,0,1
"915",78,0.5,0,0,0,0,0,0
"916",115,0.5,0,0,0,0,1,0
"917",126,0.5,0,0,0,0,1,0
"918",130,0.5,0,0,0,0,0,1
"919",237,0.5,0,0,0,0,1,1
"920",258,0.5,0,0,0,0,0,1
"921",274,0.5,0,0,0,0,1,0
"922",284,0.5,0,0,1,0,1,0
"923",285,0.5,0,0,0,0,1,0
"924",329,0.5,0,0,0,0,1,1
"925",469,0.5,0,0,0,0,1,0
"926",601,0.5,0,0,0,0,1,0
"927",669,0.5,0,0,0,0,0,0
"928",718,0.5,0,0,0,0,0,1
"929",798,0.5,0,0,0,0,1,0
"930",859,0.5,0,0,0,0,1,0
"931",871,0.5,0,0,0,0,1,0
"932",919,0.5,0,0,0,0,0,0
"933",970,0.5,0,0,0,0,1,0
"934",983,0.5,0,0,0,0,0,1
"935",1049,0.5,0,0,0,0,1,0
"936",1067,0.5,0,1,0,1,1,0
"937",1102,0.5,0,0,0,0,0,0
"938",1186,0.5,0,0,0,0,0,0
"939",1242,0.5,0,0,1,1,1,1
"940",1258,0.5,0,0,0,0,0,1
"941",1353,0.5,0,0,0,0,1,0
"942",1427,0.5,0,0,0,0,1,0
"943",1449,0.5,0,0,0,0,1,0
"944",1451,0.5,0,0,0,0,1,1
"945",1497,0.5,0,0,0,0,0,1
"946",1664,0.5,0,0,1,0,1,0
"947",1703,0.5,0,0,0,0,0,1
"948",1775,0.5,0,0,0,0,0,1
"949",1812,0.5,0,0,0,0,0,0
"950",1912,0.5,0,0,0,0,0,0
"951",1943,0.5,0,0,0,0,1,0
"952",1956,0.5,0,0,0,0,1,0
"953",1966,0.5,0,0,0,0,1,0
"954",1978,0.5,0,0,0,0,1,1
"955",1992,0.5,0,0,0,0,0,0
"956",2032,0.5,0,0,0,0,1,0
"957",2041,0.5,0,0,0,0,0,0
"958",2071,0.5,0,0,0,0,0,0
"959",2120,0.5,0,0,0,0,0,0
"960",2171,0.5,0,0,1,0,0,1
"961",2237,0.5,0,0,0,0,1,0
"962",2299,0.5,0,0,0,0,0,1
"963",2322,0.5,0,0,0,0,0,0
"964",2362,0.5,0,1,1,1,1,0
"965",2389,0.5,0,0,1,0,0,0
"966",2404,0.5,0,1,0,0,0,0
"967",2445,0.5,0,0,0,0,1,1
"968",2488,0.5,0,0,1,0,1,0
"969",2576,0.5,0,0,0,0,1,0
"970",2673,0.5,0,1,0,0,0,0
"971",2698,0.5,0,0,0,0,1,0
"972",2738,0.5,0,0,0,0,0,0
"973",2861,0.5,0,0,0,0,1,0
"974",2946,0.5,0,0,0,0,1,1
"975",2954,0.5,0,0,0,0,1,1
"976",2958,0.5,0,0,0,0,1,0
"977",3138,0.5,0,0,0,0,1,0
"978",3152,0.5,0,0,0,0,0,0
"979",3188,0.5,0,0,0,0,0,0
"980",3193,0.5,0,0,0,0,0,0
"981",3195,0.5,0,0,0,0,0,0
"982",3224,0.5,0,0,0,0,1,0
"983",3266,0.5,0,0,0,0,1,0
"984",3372,0.5,0,0,0,0,0,0
"985",3443,0.5,0,0,0,0,1,0
"986",3451,0.5,0,0,0,0,0,1
"987",3456,0.5,0,0,0,0,1,1
"988",3553,0.5,0,0,0,0,1,1
"989",3605,0.5,0,0,0,0,1,0
"990",3636,0.5,0,0,0,0,1,0
"991",3673,0.5,0,0,0,0,1,0
"992",3698,0.5,0,0,0,0,0,0
"993",3699,0.5,0,0,1,1,1,1
"994",3727,0.5,0,0,0,0,1,0
"995",3738,0.5,0,0,0,0,1,0
"996",3751,0.5,0,0,0,0,1,0
"997",3801,0.5,0,0,0,0,1,0
"998",3830,0.5,0,0,0,0,1,1
"999",3837,0.5,0,0,0,0,1,1
"1000",3881,0.5,0,0,0,0,0,0
"1001",3892,0.5,0,0,0,0,1,0
"1002",3972,0.5,0,0,0,0,1,1
"1003",3975,0.5,0,0,0,0,0,0
"1004",3976,0.5,0,0,0,0,1,0
"1005",3982,0.5,0,0,1,1,1,1
"1006",4068,0.5,0,0,0,0,1,0
"1007",4069,0.5,0,0,0,0,1,0
"1008",4175,0.5,0,0,0,0,1,0
"1009",4195,0.5,0,0,0,0,1,0
"1010",4202,0.5,0,0,0,0,1,0
"1011",4224,0.5,0,0,0,0,0,1
"1012",4270,0.5,0,0,0,0,0,0
"1013",4354,0.5,0,0,0,0,1,1
"1014",4397,0.5,0,0,0,0,1,0
"1015",4437,0.5,0,0,0,0,1,0
"1016",4470,0.5,0,0,1,1,1,1
"1017",4500,0.5,0,0,0,0,1,1
"1018",4501,0.5,0,0,0,0,0,1
"1019",4534,0.5,0,0,0,0,1,0
"1020",4537,0.5,0,0,0,0,0,0
"1021",4576,0.5,0,1,0,0,0,0
"1022",4590,0.5,0,0,0,0,1,0
"1023",4608,0.5,0,0,0,0,1,1
"1024",4618,0.5,0,0,0,0,0,1
"1025",4709,0.5,0,0,0,0,1,0
"1026",4764,0.5,0,1,0,0,1,0
"1027",4809,0.5,0,0,0,0,0,1
"1028",4922,0.5,0,0,0,0,1,1
"1029",4937,0.5,0,0,0,0,0,0
"1030",4941,0.5,0,0,0,0,1,0
"1031",4993,0.5,0,0,0,0,0,0
"1032",4999,0.5,0,0,0,0,1,0
"1033",346,0.5,78,0,1,0,1,0
"1034",4830,0.5,80,0,0,0,1,1
"1035",2407,0.5,81,0,0,0,1,0
"1036",674,0.5,85,0,0,0,0,0
"1037",2189,0.5,86,0,0,0,1,1
"1038",604,0.5,89,0,0,0,1,0
"1039",4906,0.5,89,0,0,0,0,0
"1040",1296,0.5,90,0,0,0,0,0
"1041",26,0.5,97,0,0,0,1,0
"1042",4568,0.5,97,0,1,0,1,0
"1043",4213,0.5,98,0,0,0,1,0
"1044",2706,0.5,100,0,0,0,1,0
"1045",4424,0.5,100,0,1,0,0,0
"1046",2345,0.5,102,0,0,0,1,1
"1047",2551,0.5,102,0,0,0,1,0
"1048",1301,0.5,103,0,0,0,1,0
"1049",3095,0.5,104,0,0,0,0,1
"1050",1968,0.5,108,0,0,0,0,1
"1051",4504,0.5,108,0,0,0,1,0
"1052",277,0.5,109,0,0,0,1,0
"1053",1909,0.5,112,0,0,0,1,0
"1054",457,0.5,116,0,0,0,1,0
"1055",1371,0.5,117,0,0,0,0,0
"1056",4849,0.5,119,0,0,0,1,0
"1057",2287,0.5,128,0,0,0,1,0
"1058",4347,0.5,136,0,0,1,1,1
"1059",1072,0.5,137,0,0,0,1,0
"1060",4749,0.5,144,0,0,0,1,0
"1061",3463,0.5,146,0,1,0,1,0
"1062",4716,0.5,0,0,0,0,1,0
"1063",3552,0.5,172,0,0,0,0,0
"1064",405,0.5,182,0,0,0,0,0
"1065",3079,0.5,190,0,1,1,1,1
"1066",3957,0.5,200,0,0,0,1,1
"1067",4669,0.5,221,0,0,0,1,0
"1068",1293,0.5,234,1,0,1,1,1
"1069",990,0.5,247,0,0,0,0,0
"1070",3118,0.5,256,0,0,0,1,0
"1071",2233,0.5,262,0,0,0,1,0
"1072",3289,0.5,292,1,0,0,0,0
"1073",2343,0.5,310,0,0,0,1,0
"1074",2423,0.5,400,0,0,0,0,0
"1075",3471,0.5,429,0,0,0,1,1
"1076",3022,0.5,461,0,0,0,1,0
"1077",93,0.6,0,0,0,0,0,0
"1078",194,0.6,0,0,0,0,1,1
"1079",217,0.6,0,0,0,0,0,0
"1080",247,0.6,0,0,0,0,1,1
"1081",385,0.6,0,0,0,0,1,1
"1082",440,0.6,0,0,0,0,1,0
"1083",496,0.6,0,0,0,0,1,1
"1084",535,0.6,0,0,1,0,0,0
"1085",603,0.6,0,0,0,0,0,0
"1086",687,0.6,0,0,0,0,1,0
"1087",714,0.6,0,0,0,0,1,0
"1088",753,0.6,0,0,0,0,0,0
"1089",1055,0.6,0,0,0,0,1,0
"1090",1171,0.6,0,0,0,0,0,1
"1091",1255,0.6,0,0,0,0,1,0
"1092",1324,0.6,0,0,0,0,0,0
"1093",1465,0.6,0,0,0,0,1,0
"1094",1700,0.6,0,0,0,0,0,1
"1095",1709,0.6,0,0,0,0,0,1
"1096",1731,0.6,0,0,0,0,0,1
"1097",1765,0.6,0,0,0,0,1,0
"1098",1930,0.6,0,0,0,0,1,0
"1099",2059,0.6,0,0,0,0,0,0
"1100",2190,0.6,0,0,0,0,1,1
"1101",2280,0.6,0,0,0,1,1,1
"1102",2285,0.6,0,0,0,0,1,1
"1103",2354,0.6,0,0,0,0,1,1
"1104",2363,0.6,0,0,0,0,1,0
"1105",2381,0.6,0,0,0,0,0,0
"1106",2422,0.6,0,0,0,0,1,0
"1107",2441,0.6,0,0,0,0,0,0
"1108",2449,0.6,0,0,0,0,1,1
"1109",2527,0.6,0,0,0,0,0,0
"1110",2544,0.6,0,0,0,0,0,0
"1111",2612,0.6,0,0,0,0,1,0
"1112",2667,0.6,0,0,0,0,1,0
"1113",2675,0.6,0,0,0,0,1,0
"1114",2718,0.6,0,0,0,0,1,1
"1115",2824,0.6,0,0,1,0,0,0
"1116",2854,0.6,0,0,0,0,1,0
"1117",2927,0.6,0,0,0,0,1,1
"1118",2967,0.6,0,0,0,0,1,1
"1119",3042,0.6,0,0,0,0,1,0
"1120",3112,0.6,0,0,0,0,1,0
"1121",3142,0.6,0,1,0,0,1,0
"1122",3235,0.6,0,0,0,0,1,0
"1123",3321,0.6,0,0,0,0,0,1
"1124",3354,0.6,0,0,0,0,1,1
"1125",3360,0.6,0,0,0,0,0,0
"1126",3379,0.6,0,0,0,0,0,1
"1127",3441,0.6,0,0,0,0,0,1
"1128",3493,0.6,0,0,0,0,0,1
"1129",3505,0.6,0,0,1,0,1,0
"1130",3565,0.6,0,0,0,0,0,0
"1131",3571,0.6,0,0,0,0,1,1
"1132",3679,0.6,0,0,0,0,0,0
"1133",3692,0.6,0,0,0,0,0,1
"1134",3708,0.6,0,0,0,0,0,0
"1135",3713,0.6,0,0,0,0,0,0
"1136",3779,0.6,0,0,0,0,0,0
"1137",3812,0.6,0,0,0,0,1,0
"1138",3968,0.6,0,0,0,0,1,0
"1139",3996,0.6,0,0,0,0,1,1
"1140",3997,0.6,0,0,0,0,0,1
"1141",4004,0.6,0,0,0,0,1,1
"1142",4013,0.6,0,0,0,0,1,0
"1143",4102,0.6,0,0,0,0,1,1
"1144",4139,0.6,0,0,1,1,1,1
"1145",4266,0.6,0,0,1,1,1,0
"1146",4289,0.6,0,0,0,0,0,1
"1147",4372,0.6,0,0,0,0,1,0
"1148",4396,0.6,0,0,0,0,1,1
"1149",4455,0.6,0,0,0,0,1,0
"1150",4513,0.6,0,0,0,0,1,1
"1151",4528,0.6,0,0,0,0,0,1
"1152",4577,0.6,0,0,0,0,1,1
"1153",4591,0.6,0,1,0,0,0,0
"1154",4624,0.6,0,0,0,0,0,0
"1155",4635,0.6,0,0,0,0,1,0
"1156",4657,0.6,0,0,1,0,0,0
"1157",4780,0.6,0,0,0,0,1,0
"1158",4810,0.6,0,0,0,0,0,0
"1159",4834,0.6,0,0,0,0,0,0
"1160",4908,0.6,0,0,0,0,0,0
"1161",4917,0.6,0,0,0,0,1,0
"1162",1463,0.6,77,0,0,0,1,0
"1163",4520,0.6,77,0,0,0,0,1
"1164",3576,0.6,83,0,0,0,0,0
"1165",3181,0.6,84,0,0,0,0,0
"1166",266,0.6,98,0,1,0,0,0
"1167",4422,0.6,100,0,0,0,1,1
"1168",3405,0.6,101,0,0,0,0,0
"1169",9,0.6,104,0,0,0,1,0
"1170",2086,0.6,117,0,0,0,1,0
"1171",4788,0.6,121,0,0,0,1,0
"1172",1585,0.6,125,0,0,0,0,0
"1173",853,0.6,127,0,0,0,0,1
"1174",1019,0.6,127,0,0,0,0,0
"1175",4861,0.6,128,0,0,0,1,0
"1176",287,0.6,131,0,0,0,1,0
"1177",2440,0.6,144,0,0,0,0,1
"1178",3517,0.6,148,0,0,0,1,0
"1179",565,0.6,152,0,0,0,0,0
"1180",2752,0.6,156,0,0,0,1,1
"1181",1158,0.6,157,0,0,0,0,0
"1182",109,0.6,166,0,0,0,1,0
"1183",1430,0.6,171,0,0,0,0,0
"1184",33,0.6,193,0,0,0,0,0
"1185",950,0.6,204,0,0,0,1,0
"1186",1344,0.6,215,0,0,0,0,1
"1187",3123,0.6,218,0,0,0,0,0
"1188",3846,0.6,230,0,0,0,0,0
"1189",2204,0.6,311,0,0,0,0,0
"1190",2886,0.6,327,1,0,0,1,0
"1191",4499,0.6,328,0,0,0,0,0
"1192",1883,0.6,342,1,0,1,1,1
"1193",3876,0.6,381,0,0,0,1,1
"1194",2688,0.6,452,0,0,0,1,0
"1195",313,0.67,0,0,1,0,1,0
"1196",658,0.67,0,0,0,0,0,0
"1197",708,0.67,0,0,0,0,1,1
"1198",827,0.67,0,0,0,0,1,0
"1199",1057,0.67,0,0,0,0,1,0
"1200",1725,0.67,0,0,0,0,1,0
"1201",2037,0.67,0,0,0,0,1,0
"1202",3184,0.67,0,0,0,0,1,0
"1203",3366,0.67,0,0,0,0,1,0
"1204",3593,0.67,0,0,0,0,0,0
"1205",3695,0.67,0,0,0,0,1,0
"1206",4181,0.67,0,0,1,1,1,1
"1207",4623,0.67,0,0,0,0,1,0
"1208",3353,0.67,83,0,0,0,1,0
"1209",292,0.67,88,0,0,0,1,0
"1210",2403,0.67,95,0,0,0,0,0
"1211",2575,0.67,100,0,0,0,1,0
"1212",344,0.67,103,0,0,0,0,0
"1213",36,0.7,0,0,0,0,0,0
"1214",44,0.7,0,0,0,0,1,0
"1215",51,0.7,0,0,1,0,1,0
"1216",123,0.7,0,0,0,0,1,1
"1217",265,0.7,0,0,0,0,0,0
"1218",283,0.7,0,0,0,0,1,0
"1219",288,0.7,0,0,0,0,0,1
"1220",315,0.7,0,0,0,0,1,0
"1221",320,0.7,0,0,0,0,0,1
"1222",372,0.7,0,0,0,0,0,0
"1223",377,0.7,0,0,0,0,0,0
"1224",398,0.7,0,0,0,0,1,0
"1225",470,0.7,0,0,0,0,1,1
"1226",509,0.7,0,0,0,0,0,0
"1227",656,0.7,0,0,0,0,0,0
"1228",706,0.7,0,0,0,0,1,0
"1229",756,0.7,0,0,0,0,0,1
"1230",776,0.7,0,0,0,0,0,1
"1231",779,0.7,0,0,0,0,1,0
"1232",789,0.7,0,0,0,0,0,0
"1233",805,0.7,0,0,0,0,1,0
"1234",899,0.7,0,0,0,0,1,0
"1235",902,0.7,0,0,0,0,1,0
"1236",938,0.7,0,0,1,0,1,0
"1237",943,0.7,0,0,0,0,0,1
"1238",956,0.7,0,0,0,0,1,0
"1239",1033,0.7,0,0,0,0,1,1
"1240",1100,0.7,0,0,0,0,1,0
"1241",1300,0.7,0,0,1,0,1,0
"1242",1395,0.7,0,0,0,0,0,1
"1243",1468,0.7,0,0,0,0,0,0
"1244",1509,0.7,0,0,0,0,1,1
"1245",1554,0.7,0,0,0,0,0,0
"1246",1608,0.7,0,0,0,0,0,0
"1247",1626,0.7,0,0,0,0,1,0
"1248",1628,0.7,0,0,0,0,1,1
"1249",1698,0.7,0,0,0,0,1,1
"1250",1759,0.7,0,0,0,0,0,0
"1251",1772,0.7,0,0,0,0,1,0
"1252",1782,0.7,0,0,0,0,0,1
"1253",1815,0.7,0,0,0,0,1,0
"1254",1856,0.7,0,0,0,0,1,1
"1255",2027,0.7,0,0,0,0,1,0
"1256",2170,0.7,0,0,0,0,1,1
"1257",2246,0.7,0,0,0,0,0,1
"1258",2259,0.7,0,0,0,0,0,0
"1259",2263,0.7,0,1,0,0,0,1
"1260",2265,0.7,0,0,0,0,1,0
"1261",2291,0.7,0,0,0,0,1,0
"1262",2302,0.7,0,0,0,0,0,0
"1263",2334,0.7,0,0,1,1,1,1
"1264",2419,0.7,0,0,0,0,0,1
"1265",2477,0.7,0,0,0,0,1,0
"1266",2582,0.7,0,0,0,0,1,0
"1267",2592,0.7,0,0,0,0,0,0
"1268",2623,0.7,0,0,0,0,1,0
"1269",2652,0.7,0,0,0,0,0,0
"1270",2689,0.7,0,0,0,0,1,0
"1271",2691,0.7,0,0,0,0,1,0
"1272",2744,0.7,0,0,0,0,1,1
"1273",2759,0.7,0,0,1,0,0,1
